"","PUMA","PWGTP","CIT","CITWP","COW","ENG","FER","HIMRKS","HINS1","HINS2","HINS3","HINS4","JWMNP","JWRIP","JWTRNS","LANX","MAR","MARHT","MARHYP","MIG","NWAB","NWLA","NWLK","SCH","SCHG","SCHL","SEX","WAGP","WKHP","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DRIVESP","ESR","INDP","JWDP","LANP","MIGPUMA","MSP","NATIVITY","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","SCIENGP","SCIENGRLP","WAOB","Class"
"3122","1001",19,"1","0","0","0","0","0","2","2","1","1",0,0,"0","2","5","0","0","1","3","3","3","1","0","16","2",0,0,"0","0","4","999","999","0","0","6","9920","0","9999","0","6","1","9920","0",0,16400,"25","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","1",1
"3124","606",52,"1","0","0","0","0","2","2","1","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","19","2",0,0,"2","0","1","94","999","0","0","6","9920","0","9999","0","1","1","9920","4",0,15300,"25","2","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"3125","606",46,"1","0","5","0","0","0","1","2","2","2",60,1,"1","2","5","0","0","1","3","3","3","1","0","18","1",60000,40,"1","0","1","51","999","0","1","1","8191","31","9999","0","6","1","1108","0",60000,145000,"44","2","600","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"3127","1002",81,"1","0","0","0","0","2","1","1","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","18","1",0,0,"2","0","2","50","51","0","0","6","9920","0","9999","0","1","1","9920","0",0,73840,"25","2","0","1","1","3","1","1000","1","0","0","1","0","1","0","0","1",0
"3128","701",90,"1","0","0","0","0","2","2","1","1","2",0,0,"0","2","5","0","0","1","2","2","2","1","0","21","2",0,0,"2","0","3","996","999","0","0","6","9920","0","9999","0","6","1","9920","4",0,36000,"25","1","0","1","1","4","1","1000","1","0","0","1","0","1","2","2","1",0
"3129","608",105,"5","0","1","1","0","0","1","2","2","2",20,1,"1","1","1","1","2","1","3","3","3","1","0","22","1",112000,40,"1","3","1","615","999","8","1","1","7380","31","1380","0","1","2","1021","0",112000,117000,"210","2","600","1","2","4","6","4015","4","1","0","1","0","0","1","2","4",0
"3130","401",82,"1","0","1","0","0","2","2","1","2","2",0,0,"11","2","3","1","2","1","3","3","3","1","0","20","1",108000,40,"1","0","4","999","999","0","0","1","7380","0","9999","0","4","1","1021","0",108000,108000,"25","2","400","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"3131","607",112,"1","0","0","0","0","0","1","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","16","2",0,0,"2","0","1","50","999","0","0","6","9920","0","9999","0","1","1","9920","4",0,13200,"25","1","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"3132","904",67,"1","0","4","0","0","2","2","1","1","2",0,0,"0","2","3","1","2","1","1","2","3","3","15","16","2",11700,14,"2","0","2","50","22","0","0","2","9480","0","9999","0","4","1","3602","4",11700,43000,"25","1","0","1","1","3","1","1000","1","0","0","1","0","1","0","0","1",0
"3133","1104",52,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","1","1","2","3","3","3","3","1","0","19","2",0,0,"0","0","4","999","999","0","0","6","9920","0","9999","3","2","1","9920","0",0,8700,"25","0","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","1",1
"3134","704",161,"1","0","2","0","0","0","1","2","2","2",0,0,"11","2","3","1","2","1","3","3","3","1","0","18","2",1e+05,40,"1","0","2","51","88","0","0","1","6881","0","9999","0","4","1","120","4",1e+05,103300,"25","2","700","1","2","1","1","1000","1","0","0","1","0","1","0","0","1",0
"3136","301",70,"1","0","6","0","0","0","1","2","1","2",20,1,"1","2","1","1","2","1","3","3","3","1","0","23","1",0,55,"1","0","2","50","939","0","1","1","7270","52","9999","0","1","1","2100","0",70000,147630,"25","2","400","1","1","2","1","1000","1","0","0","1","0","1","1","2","1",0
"3139","1104",59,"1","0","0","0","0","2","2","1","2","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","21","2",0,0,"2","0","1","50","999","0","0","6","9920","0","9999","0","1","1","9920","4",0,0,"25","2","0","1","2","3","1","1000","1","0","0","1","0","1","2","2","1",0
"3140","1001",122,"1","0","3","0","2","0","1","2","2","2",20,1,"1","2","1","1","2","1","3","3","3","1","0","22","2",80000,40,"1","0","1","51","999","0","1","1","7860","45","9999","0","1","1","2330","2",80000,80000,"25","1","1000","1","2","4","1","1000","1","0","0","1","0","1","1","2","1",0
"3141","801",63,"5","0","1","2","0","2","1","1","2","2",20,0,"12","1","1","1","2","1","3","3","3","1","0","21","1",130000,50,"1","3","1","360","999","8","0","1","7390","25","1210","0","1","2","710","0",130000,130000,"362","2","800","1","2","4","9","9000","29","0","0","2","1","1","2","2","3",0
"3142","610",116,"1","0","1","0","2","0","1","2","2","2",0,0,"11","2","1","1","2","1","3","3","3","1","0","22","2",82000,40,"1","0","2","22","94","0","0","1","7860","0","9999","0","1","1","230","4",82000,82200,"25","2","600","1","2","1","1","1000","1","0","0","1","0","1","2","2","1",0
"3143","902",88,"1","0","2","0","2","0","1","2","2","2",0,0,"11","2","1","1","2","1","3","3","3","1","0","22","2",45000,25,"1","0","4","999","999","0","0","1","6970","0","9999","0","1","1","5400","3",45000,45000,"12","2","900","1","2","4","1","1000","1","0","0","1","0","1","1","2","1",0
"3144","1104",90,"1","0","8","0","0","0","2","2","2","1",0,0,"0","2","5","0","0","1","3","3","3","1","0","15","1",0,0,"2","0","1","920","999","0","0","6","170","0","9999","0","6","1","6050","0",0,0,"25","1","0","2","1","4","3","5013","3","0","0","1","0","0","0","0","1",0
"3145","612",164,"1","0","3","0","0","0","1","2","2","2",5,1,"1","2","1","2","2","1","3","3","3","1","0","19","1",40000,40,"1","0","4","999","999","0","1","1","7870","61","9999","0","2","1","7420","0",40000,40000,"25","1","800","1","2","1","9","9000","29","0","0","2","1","1","0","0","1",0
"3146","401",12,"1","0","0","0","0","2","1","1","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","16","2",0,0,"2","0","1","51","999","0","0","6","9920","0","9999","0","1","1","9920","4",0,32000,"25","1","0","1","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"3147","608",47,"5","0","2","1","2","0","1","2","2","2",35,2,"1","1","1","1","2","3","3","3","3","1","0","24","2",90000,40,"1","3","1","750","999","8","2","1","8191","17","2575","3","1","2","1720","4",90000,90000,"217","2","800","1","2","1","6","4003","8","1","0","1","0","0","1","2","4",0
"3149","1103",67,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","21","2",0,0,"2","0","1","50","999","0","0","6","9920","0","9999","0","2","1","9920","4",0,10500,"25","1","0","2","1","2","1","1000","1","0","0","1","0","1","2","2","1",0
"3151","611",100,"1","0","4","1","2","2","2","1","2","2",30,0,"9","1","5","0","0","1","3","3","3","2","16","23","2",53000,80,"1","0","2","91","144","0","0","1","7460","55","1170","0","6","1","1650","4",53000,53000,"25","1","800","1","2","4","1","1000","1","0","0","1","0","1","1","2","1",0
"3152","802",44,"1","0","1","0","2","0","1","2","2","2",30,0,"10","2","5","0","0","1","3","3","3","1","0","22","2",1e+05,45,"1","0","1","51","999","0","0","1","7280","55","9999","0","6","1","800","4",1e+05,1e+05,"25","2","800","1","2","2","1","1000","1","0","0","1","0","1","2","2","1",0
"3153","502",60,"1","0","0","0","0","0","1","2","1","2",0,0,"0","2","2","1","2","1","2","2","2","1","0","16","2",0,0,"2","0","1","51","999","0","0","6","9920","0","9999","0","3","1","9920","4",0,0,"25","2","0","1","1","4","1","1000","1","0","0","1","0","1","0","0","1",0
"3154","605",49,"4","2","7","1","0","0","1","2","2","2",30,1,"1","1","1","1","2","1","3","3","3","1","0","22","1",80000,20,"1","3","1","615","999","6","1","1","7290","10","1730","0","1","2","1360","0",80000,80000,"210","2","600","1","2","1","6","4015","4","1","0","1","0","0","1","2","4",0
"3155","504",101,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","4","2","2","1","2","2","2","1","0","16","2",0,0,"2","0","2","142","50","0","0","6","9920","0","9999","0","5","1","9920","4",0,46400,"25","1","0","2","1","3","1","1000","1","0","0","1","0","1","0","0","1",1
"3156","904",97,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","5","0","0","1","2","2","2","1","0","19","2",0,0,"2","0","1","195","999","0","0","6","9920","0","9999","0","6","1","9920","4",0,19300,"25","1","0","2","1","2","9","9000","29","0","0","2","1","1","0","0","1",0
"3157","906",58,"1","0","1","0","0","0","1","2","2","2",15,1,"1","2","1","1","2","1","3","3","3","1","0","21","1",1e+05,40,"1","0","2","50","425","0","1","1","3365","67","9999","0","1","1","4850","0",1e+05,1e+05,"44","1","900","1","2","4","1","1000","1","0","0","1","0","1","2","2","1",0
"3158","704",75,"1","0","1","0","0","0","1","2","2","2",12,1,"1","2","1","1","2","1","3","3","3","1","0","20","1",108000,40,"1","0","2","50","22","0","1","1","6690","76","9999","0","1","1","9645","0",108000,108000,"42","2","700","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",1
"3159","701",85,"1","0","1","0","0","0","1","2","2","2",20,1,"1","2","1","2","2","1","3","3","3","1","0","14","1",78000,40,"0","0","4","999","999","0","1","1","2870","16","9999","0","1","1","7700","0",78000,78000,"25","2","700","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"3160","602",135,"1","0","4","0","0","0","2","2","2","1",0,0,"0","2","5","0","0","1","2","2","2","1","0","22","1",18000,12,"2","0","2","22","88","0","0","6","7870","0","9999","0","6","1","2205","0",18000,18430,"25","1","0","2","1","3","1","1000","1","0","0","1","0","1","2","2","1",0
"3162","801",46,"5","0","1","2","0","0","1","2","1","2",0,0,"11","1","1","1","2","3","3","3","3","1","0","20","2",36400,15,"0","3","4","999","999","7","0","1","4971","0","1200","3","1","2","9620","4",36400,42400,"361","1","800","1","1","2","8","8000","15","0","0","1","1","0","0","0","3",1
"3163","802",66,"1","0","1","0","2","0","1","2","2","2",50,0,"3","2","1","1","2","3","3","3","3","1","0","22","2",125000,50,"1","0","1","51","999","0","0","1","3291","61","9999","3","1","1","440","4",125000,125000,"8","2","800","1","2","4","1","1000","1","0","0","1","0","1","2","2","1",0
"3164","704",146,"1","0","4","0","0","2","1","1","2","2",35,1,"1","2","3","1","2","1","3","3","3","1","0","20","1",37900,40,"1","0","2","89","51","0","1","1","8290","79","9999","0","4","1","4230","0",37900,37900,"25","1","800","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"3166","608",140,"1","0","0","0","0","0","1","2","2","2",0,0,"0","2","5","0","0","1","0","0","0","3","12","13","1",0,0,"0","0","1","939","999","0","0","0","9920","0","9999","0","6","1","9920","0",0,0,"25","1","0","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"3168","610",36,"4","2","1","0","2","0","1","2","2","2",60,0,"3","2","1","1","2","1","3","3","3","1","0","21","2",150000,40,"1","3","1","89","999","5","0","1","2190","67","9999","0","1","2","705","4",150000,150000,"301","2","800","1","2","4","1","1000","1","0","0","1","0","1","2","2","7",0
"3169","906",58,"1","0","1","0","0","0","1","2","2","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","21","1",0,0,"2","0","2","50","429","0","0","6","5071","0","9999","0","1","1","4700","0",0,0,"25","1","0","1","2","4","1","1000","1","0","0","1","0","1","2","2","1",0
"3170","802",47,"1","0","1","1","0","0","1","2","2","2",0,0,"0","1","5","0","0","3","3","3","3","2","15","19","1",0,0,"0","0","4","999","999","0","0","6","5392","0","1200","3","6","1","5240","0",0,0,"25","2","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"3171","1004",158,"1","0","0","1","0","2","2","1","1","2",0,0,"0","1","1","2","2","1","2","2","2","1","0","16","1",0,0,"2","0","1","84","999","0","0","6","9920","0","1210","0","1","1","9920","0",0,28200,"25","1","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","1",1
"3172","601",29,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","16","2",0,0,"2","0","1","924","999","0","0","6","9920","0","9999","0","1","1","9920","4",0,12400,"33","1","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"3173","403",90,"1","0","3","0","0","0","1","2","2","2",15,1,"1","2","1","2","2","1","3","3","3","1","0","22","2",95000,40,"1","0","2","89","406","0","1","1","7860","49","9999","0","1","1","2310","2",95000,95000,"25","2","400","1","2","3","1","1000","1","0","0","1","0","1","1","2","1",0
"3174","1004",19,"1","0","1","0","0","0","2","2","2","2",0,0,"0","2","1","1","2","3","3","3","3","1","0","13","1",94000,45,"0","0","4","999","999","0","0","6","770","0","9999","3","2","1","6260","0",94000,94000,"44","0","0","2","2","2","2","3000","2","0","1","1","0","0","0","0","1",0
"3177","703",167,"1","0","3","0","2","0","1","2","2","2",0,0,"11","2","1","1","2","1","3","3","3","1","0","22","2",83000,40,"1","0","2","50","26","0","0","1","7860","0","9999","0","1","1","2002","2",83000,83000,"33","2","700","1","2","3","1","1000","1","0","0","1","0","1","1","2","1",0
"3178","401",41,"1","0","1","0","2","2","2","1","2","2",15,2,"1","2","3","1","2","1","3","3","3","1","0","19","2",33600,40,"0","0","4","999","999","0","2","1","7580","46","9999","0","4","1","630","4",33600,33600,"25","2","3200","1","2","3","9","9000","29","0","0","2","1","1","0","0","1",0
"3179","401",13,"1","0","1","0","0","0","1","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","16","1",0,0,"2","0","4","999","999","0","0","6","9080","0","9999","0","1","1","8990","0",0,57000,"25","1","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"3181","611",47,"5","0","2","1","0","0","1","2","2","2",20,0,"10","1","5","0","0","1","3","3","3","3","16","22","1",50000,43,"1","3","1","152","999","8","0","1","7870","73","1278","0","6","2","1760","0",50000,50000,"154","0","600","1","2","1","1","1000","1","0","0","1","0","1","1","2","5",0
"3182","803",44,"1","0","1","0","2","0","1","2","2","2",45,1,"1","2","5","0","0","1","3","3","3","1","0","21","2",25000,40,"1","0","2","51","94","0","1","1","7380","103","9999","0","6","1","710","4",25000,25050,"9","1","900","1","2","3","1","1000","1","0","0","1","0","1","1","2","1",0
"3184","906",32,"1","0","1","0","2","0","1","2","2","2",0,0,"11","2","3","1","2","1","3","3","3","1","0","21","2",120000,40,"1","0","2","924","51","0","0","1","4670","0","9999","0","4","1","4760","2",120000,120000,"48","2","900","1","2","4","9","9000","29","0","0","2","1","1","2","2","1",0
"3186","610",68,"1","0","6","0","0","0","2","2","2","1",0,0,"11","2","5","0","0","1","3","3","3","1","0","22","1",0,40,"1","0","2","22","142","0","0","1","8564","0","9999","0","6","1","2752","0",70000,70040,"25","1","600","2","1","2","1","1000","1","0","0","1","0","1","1","2","1",0
"3187","301",112,"2","0","4","1","2","0","1","2","2","2",20,1,"1","1","1","1","2","1","3","3","3","2","16","21","2",54000,38,"1","3","2","291","920","8","1","1","9490","61","1200","0","1","1","1420","4",54000,54000,"72","2","400","1","2","2","9","9000","29","0","0","2","1","1","1","2","2",0
"3188","903",113,"4","2","0","1","0","2","2","1","1","2",0,0,"0","1","5","0","0","1","2","2","2","1","0","21","2",0,0,"2","3","1","720","999","6","0","6","9920","0","2910","0","6","2","9920","4",0,125000,"233","1","0","1","1","3","6","4008","6","1","0","1","0","0","2","2","4",0
"3189","507",83,"1","0","1","0","0","0","1","2","2","2",25,1,"1","2","1","1","2","1","3","2","2","1","0","21","2",8000,20,"1","0","1","939","999","0","1","1","5382","55","9999","0","1","1","4760","4",8000,8000,"35","2","600","1","2","3","1","1000","1","0","0","1","0","1","2","2","1",0
"3190","506",56,"1","0","3","0","0","0","1","2","2","2",0,0,"0","2","1","1","2","1","1","2","3","1","0","22","1",79000,35,"1","0","2","88","22","0","0","2","7860","0","9999","0","1","1","2310","0",79000,79000,"25","2","0","1","2","1","1","1000","1","0","0","1","0","1","2","2","1",0
"3191","401",74,"1","0","1","0","2","0","1","2","2","2",20,1,"1","2","5","0","0","1","3","3","3","3","15","19","2",12200,20,"1","0","1","939","999","0","1","1","8680","28","9999","0","6","1","4150","0",12200,12200,"9","0","400","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"3192","701",67,"1","0","0","0","0","0","1","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","22","1",0,0,"2","0","1","51","999","0","0","6","9920","0","9999","0","1","1","9920","0",0,76300,"25","2","0","1","1","2","1","1000","1","0","0","1","0","1","2","2","1",0
"3194","806",111,"1","0","1","0","0","0","1","2","2","2",45,1,"1","2","3","2","2","1","3","3","3","1","0","19","2",50000,40,"1","0","1","22","999","0","1","1","7280","43","9999","0","4","1","5120","4",50000,50000,"25","1","600","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"3195","201",21,"4","2","4","1","0","0","1","2","2","2",15,1,"1","1","1","1","2","1","3","3","3","1","0","24","1",175000,50,"1","3","1","185","999","7","1","1","7870","43","1170","0","1","2","2205","0",175000,175000,"103","2","290","1","2","1","1","1000","1","0","0","1","0","1","1","2","5",0
"3196","301",47,"2","0","6","0","2","2","1","1","2","2",5,1,"1","2","1","3","2","1","3","3","3","1","0","19","2",75000,45,"1","3","2","51","50","4","1","1","6991","67","9999","0","1","1","4810","4",1e+05,1e+05,"66","2","290","1","2","1","1","1000","1","0","0","1","0","1","0","0","2",0
"3197","901",102,"1","0","3","0","2","0","1","2","2","2",25,1,"1","2","1","1","2","1","3","3","3","1","0","22","2",50000,32,"1","0","1","32","999","0","1","1","7860","55","9999","0","1","1","3150","2",50000,50000,"25","2","1000","1","2","1","1","1000","1","0","0","1","0","1","2","1","1",0
"3198","1003",91,"4","2","0","3","0","0","2","2","1","2",0,0,"0","1","1","1","2","1","2","2","2","1","0","15","1",0,0,"2","3","1","84","999","5","0","6","9920","0","1210","0","1","2","9920","0",0,0,"130","1","0","2","1","3","1","1000","1","0","0","1","0","1","0","0","5",0
"3199","901",30,"1","0","2","1","2","0","1","2","2","2",20,1,"1","1","5","0","0","1","2","3","3","3","15","18","2",5000,60,"0","0","4","999","999","0","1","1","9190","106","1200","0","6","1","5120","0",5000,5000,"36","0","900","1","2","1","8","8000","15","0","0","1","1","0","0","0","1",0
"3200","706",30,"1","0","1","0","2","0","1","2","2","2",0,0,"0","2","1","1","2","1","2","2","1","1","0","19","2",20000,25,"2","0","1","50","999","0","0","3","6570","0","9999","0","1","1","4655","2",20000,20000,"36","2","0","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"3201","501",16,"1","0","2","0","0","2","2","1","1","1",0,0,"11","2","1","2","2","1","3","3","3","1","0","20","2",11000,2,"1","0","2","51","939","0","0","1","8170","0","9999","0","1","1","3255","4",11000,12500,"25","1","500","1","1","3","1","1000","1","0","0","1","0","1","0","0","1",0
"3202","301",52,"1","0","1","0","2","0","1","2","2","2",30,1,"1","2","5","0","0","1","3","3","3","1","0","22","2",37000,38,"0","0","4","999","999","0","1","1","8170","79","9999","0","6","1","3602","2",37000,37000,"36","1","400","1","2","2","1","1000","1","0","0","1","0","1","2","2","1",1
"3204","402",54,"1","0","0","0","0","0","1","2","2","2",0,0,"0","2","1","3","2","1","2","2","2","1","0","22","2",0,0,"2","0","2","50","178","0","0","6","9920","0","9999","0","2","1","9920","4",0,63400,"6","2","0","1","2","1","1","1000","1","0","0","1","0","1","2","2","1",0
"3206","1003",37,"1","0","3","0","0","0","1","2","2","2",0,0,"0","2","3","1","2","1","2","2","2","1","0","22","2",0,0,"2","0","1","142","999","0","0","6","7860","0","9999","0","4","1","2310","4",0,36000,"25","1","0","1","2","1","1","1000","1","0","0","1","0","1","2","2","1",0
"3207","902",65,"1","0","1","0","0","0","1","2","2","2",30,1,"1","2","1","2","2","1","3","3","3","1","0","17","1",90000,50,"1","0","2","50","935","0","1","1","3470","49","9999","0","1","1","7330","0",90000,90000,"25","1","900","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"3208","603",123,"1","0","2","0","0","0","2","2","1","1",25,1,"1","2","2","1","2","1","3","3","3","1","0","16","2",65000,40,"1","0","1","82","999","0","1","1","9080","34","9999","0","3","1","20","4",65000,65000,"38","2","600","2","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"3209","802",164,"1","0","4","1","2","0","1","2","2","2",45,0,"3","1","5","0","0","1","3","3","3","1","0","19","2",36000,68,"1","0","1","231","999","0","0","1","9470","58","1200","0","6","1","3649","4",36000,36000,"25","1","800","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"3210","502",51,"1","0","6","0","0","2","2","1","2","2",0,0,"11","2","5","0","0","1","3","3","3","1","0","21","1",0,40,"1","0","2","32","50","0","0","1","7280","0","9999","0","6","1","845","0",130000,130000,"42","2","500","1","2","2","1","1000","1","0","0","1","0","1","2","2","1",0
"3211","604",93,"1","0","2","0","0","0","1","2","2","2",0,0,"11","2","5","0","0","1","3","3","3","1","0","21","2",104000,40,"1","0","2","924","195","0","0","1","9190","0","9999","0","6","1","735","4",104000,105000,"25","2","600","1","2","4","1","1000","1","0","0","1","0","1","1","2","1",0
"3212","502",45,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","3","1","2","1","2","2","2","1","0","16","2",0,0,"2","0","1","22","999","0","0","6","9920","0","9999","0","4","1","9920","4",0,25500,"25","1","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","1",1
"3213","801",4,"1","0","2","1","0","2","2","1","2","2",25,0,"10","1","5","0","0","3","3","3","3","3","15","19","1",8000,6,"1","0","2","706","924","0","0","1","7870","103","2030","3","6","1","1970","0",8000,8000,"21","0","600","1","2","2","9","9000","19","1","0","2","0","1","0","0","1",0
"3214","901",106,"1","0","6","0","0","0","2","2","1","2",0,0,"11","2","1","2","2","1","2","2","2","1","0","21","2",0,20,"1","0","3","996","999","0","0","1","8564","0","9999","0","1","1","2600","4",9200,45100,"5","2","900","2","1","1","1","1000","1","0","0","1","0","1","2","2","1",0
"3215","1104",88,"1","0","3","0","0","0","1","2","1","2",15,1,"1","2","2","1","2","1","3","3","3","1","0","19","2",10000,25,"1","0","2","22","26","0","1","1","8570","85","9999","0","3","1","5120","4",10000,66600,"25","1","1100","1","1","3","1","1000","1","0","0","1","0","1","0","0","1",0
"3216","613",86,"1","0","1","0","0","0","2","2","2","2",0,0,"0","2","5","0","0","3","2","2","1","2","15","19","1",3500,30,"2","0","2","51","32","0","0","6","8680","0","9999","3","6","1","4720","0",3500,3500,"25","0","0","2","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"3218","612",70,"1","0","2","0","2","0","1","2","2","2",10,1,"1","2","3","1","2","3","3","3","3","1","0","22","2",58000,40,"1","0","2","26","22","0","1","1","7870","31","9999","3","4","1","3550","4",58000,71020,"26","1","800","1","2","3","1","1000","1","0","0","1","0","1","2","1","1",0
"3219","804",101,"1","0","2","0","0","0","1","2","2","2",10,1,"1","2","5","0","0","1","3","3","3","1","0","21","2",180000,60,"1","0","1","902","999","0","1","1","8590","67","9999","0","6","1","10","4",180000,180000,"25","2","800","1","2","3","2","3000","2","0","1","1","0","0","2","2","1",0
"3220","504",22,"1","0","1","0","2","0","1","2","2","2",0,0,"11","2","5","0","0","1","3","3","3","3","15","16","2",3000,35,"1","0","2","51","109","0","0","1","8670","0","9999","0","6","1","4622","0",3000,3000,"36","0","500","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"3221","100",6,"1","0","1","0","2","0","1","2","2","1",10,1,"1","2","5","0","0","1","3","3","3","1","0","16","2",30000,40,"1","0","4","999","999","0","1","1","5791","133","9999","0","6","1","5240","4",30000,30000,"25","1","100","1","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"3222","613",106,"4","2","2","2","0","0","1","2","2","2",5,2,"1","1","2","1","2","1","3","3","3","1","0","20","2",60000,40,"1","3","1","782","999","5","2","1","8191","64","2000","0","3","2","3110","4",60000,60000,"240","2","600","1","2","3","6","4005","10","1","0","1","0","0","0","0","4",0
"3223","201",25,"1","0","1","0","0","0","1","2","2","2",0,0,"11","2","5","0","0","1","3","3","3","1","0","21","1",95000,40,"1","0","1","195","995","0","0","1","5071","0","9999","0","6","1","1010","0",95000,95100,"25","2","290","1","2","1","1","1000","1","0","0","1","0","1","1","2","1",0
"3224","904",77,"4","2","1","1","2","0","1","2","2","2",45,0,"3","1","1","1","2","1","3","3","3","1","0","21","2",73000,40,"1","3","1","510","999","6","0","1","8191","43","1210","0","1","2","5000","2",73000,73000,"408","1","800","1","2","2","8","8000","15","0","0","1","1","0","2","2","6",0
"3225","402",21,"1","0","0","0","2","0","1","2","2","2",0,0,"0","2","5","0","0","1","2","2","2","3","15","19","2",0,0,"2","0","1","939","999","0","0","6","9920","0","9999","0","6","1","9920","0",0,0,"9","0","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"3226","501",31,"1","0","1","0","0","0","1","2","2","2",0,0,"0","2","1","3","2","1","1","2","3","1","0","18","1",24000,30,"2","0","2","51","26","0","0","2","170","0","9999","0","1","1","4140","0",24000,26000,"25","2","0","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"3228","612",27,"1","0","2","0","0","0","1","2","2","2",0,0,"11","2","5","0","0","1","3","3","3","1","0","23","1",89000,40,"1","0","1","195","999","0","0","1","7270","0","9999","0","6","1","2100","0",89000,89000,"13","2","600","1","2","2","1","1000","1","0","0","1","0","1","1","2","1",0
"3229","702",48,"4","2","6","0","0","0","1","2","2","2",0,0,"11","2","1","1","2","1","3","3","3","1","0","21","1",0,40,"1","3","1","22","999","5","0","1","7380","0","9999","0","1","2","1007","0",129000,129000,"138","2","700","1","2","2","1","1000","1","0","0","1","0","1","1","2","5",0
"3231","801",76,"5","0","2","2","0","0","1","2","2","2",60,0,"2","1","1","1","2","3","3","3","3","1","0","24","1",60000,40,"1","3","1","706","999","8","0","1","8180","55","2000","3","1","2","1650","0",60000,60000,"207","2","600","1","2","1","6","4000","5","1","0","1","0","0","1","2","4",0
"3232","702",47,"1","0","0","0","0","0","1","2","2","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","22","2",0,0,"2","0","2","32","89","0","0","6","9920","0","9999","0","1","1","9920","2",0,0,"25","2","0","1","2","4","1","1000","1","0","0","1","0","1","2","2","1",0
"3233","601",90,"1","0","1","0","0","2","1","1","1","1",0,0,"0","2","3","1","2","1","2","2","2","1","0","21","2",0,0,"2","0","2","22","50","0","0","6","4290","0","9999","0","4","1","4850","4",0,53600,"25","1","0","1","1","2","1","1000","1","0","0","1","0","1","1","2","1",0
"3236","602",76,"4","2","1","1","0","0","2","2","2","1",0,0,"0","1","5","0","0","1","2","2","1","1","0","16","1",40000,40,"2","3","1","703","999","7","0","3","3170","0","1900","0","6","2","7750","0",40000,40000,"206","1","0","2","1","2","6","4007","10","1","0","1","0","0","0","0","4",0
"3237","503",68,"1","0","7","0","0","0","2","2","1","2",5,1,"1","2","1","1","2","1","3","3","3","1","0","20","1",70000,45,"1","0","1","51","999","0","1","1","7072","55","9999","0","1","1","810","0",70000,96400,"25","2","500","2","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"3238","201",31,"1","0","3","0","0","0","1","2","2","2",30,1,"1","2","1","1","2","1","3","3","3","1","0","22","1",67000,45,"1","0","2","998","50","0","1","1","7860","40","9999","0","1","1","2310","0",67000,67000,"17","1","290","1","2","4","1","1000","1","0","0","1","0","1","1","2","1",0
