"","RT","DIVISION","SPORDER","PUMA","REGION","STATE","ADJINC","PWGTP","CIT","COW","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWTRNS","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RETP","SCH","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","ESR","HICOV","HISP","INDP","MSP","NATIVITY","OC","OCCP","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","WAOB","Class"
"3231","P","1",2,"801","1","25","1019518",76,"5","2","2","0","1","2","2","2","2","2","2","0","2","1","1","2","2","1","2",2014,"3","4","3","5","3","3","3","0","0","0","1","24","0","1","0","0",60000,40,"52","1","1","706","999","1","1","1","8180","1","2","0","1650",60000,60000,"207",501,"600","25","1","2","1","6","4000","5","0","1","0","0","1","0","0","0","0","4","No"
"3232","P","1",2,"702","1","25","1019518",47,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",1999,"1","4","2","5","2","2","3","0","0","0","1","22","0","2","0","0",0,40,"52","2","2","32","89","6","1","1","7860","1","1","0","3255",0,0,"25",501,"600","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3233","P","1",1,"601","1","25","1019518",90,"1","1","2","2","1","1","1","1","2","2","2","36500","1","2","3","2","2","1","2",1985,"1","4","2","5","2","2","3","0","0","0","1","21","0","2","0","17100",0,40,"52","2","2","22","50","6","1","1","4290","4","1","0","4850",0,53600,"25",368,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3236","P","1",1,"602","1","25","1019518",76,"4","1","2","0","2","2","2","1","2","2","2","0","1","1","5","2","2","1","2",1994,"1","4","2","1","2","1","3","0","0","0","1","16","0","1","0","0",40000,40,"52","2","1","703","999","3","1","1","3170","6","2","0","7750",40000,40000,"206",270,"600","25","2","1","2","6","4007","10","0","1","0","0","1","0","0","0","0","4","No"
"3237","P","1",1,"503","1","25","1019518",68,"1","7","2","0","2","2","1","2","2","2","2","0","1","2","1","2","2","1","2",1985,"1","4","3","5","3","3","3","0","0","0","1","20","0","1","0","26400",70000,45,"52","1","1","51","999","1","1","1","7072","1","1","0","810",70000,96400,"25",501,"500","25","2","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3238","P","1",1,"201","1","25","1019518",31,"1","3","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2012,"1","4","3","5","3","3","3","0","0","0","1","22","0","1","0","0",67000,45,"52","1","2","998","50","1","1","1","7860","1","1","0","2310",67000,67000,"17",496,"290","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3240","P","1",2,"804","1","25","1019518",33,"1","1","2","0","1","2","2","2","2","2","2","0","11","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","1","22","0","2","0","0",90000,40,"52","1","4","999","999","1","1","1","7071","6","1","0","4920",90000,90000,"34",501,"800","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3243","P","1",2,"905","1","25","1019518",147,"4","6","2","0","1","2","2","2","2","2","2","0","1","1","1","2","2","1","2",2017,"3","4","3","5","3","3","3","0","0","0","1","20","3000","1","0","0",3000,40,"52","1","4","999","999","1","1","1","1190","1","2","0","4700",6000,6000,"332",358,"600","25","1","2","4","2","3000","2","0","0","1","0","1","0","0","0","0","3","No"
"3244","P","1",1,"613","1","25","1019518",54,"3","1","2","0","2","2","1","2","1","2","2","0","1","2","1","2","2","2","2",2014,"1","4","2","5","2","2","3","0","0","9500","1","22","0","2","0","8400",0,40,"52","2","1","51","999","6","1","1","7860","1","1","0","3255",0,17900,"120",378,"600","25","1","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"3245","P","1",3,"1002","1","25","1019518",47,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",40000,40,"52","1","2","26","22","1","1","1","7480","6","1","0","3424",40000,40000,"25",355,"1000","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3246","P","1",2,"611","1","25","1019518",84,"1","2","2","0","2","2","2","1","2","2","2","0","10","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","3","21","0","2","0","0",38400,30,"52","1","4","999","999","1","1","1","7870","6","1","0","5740",38400,38400,"25",245,"600","25","2","1","2","8","8000","15","0","0","0","0","1","0","1","0","0","1","No"
"3248","P","1",1,"706","1","25","1019518",122,"1","1","2","2","2","1","1","2","2","2","2","6000","1","2","1","2","2","2","2",2003,"1","4","2","5","2","2","3","0","0","11600","1","21","0","1","0","38500",0,40,"52","2","2","22","87","6","1","1","7860","1","1","0","3255",0,56100,"25",501,"600","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3256","P","1",2,"609","1","25","1019518",77,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","3","2",1986,"1","4","2","5","2","2","2","0","0","48000","1","22","0","2","0","0",0,40,"52","2","2","998","190","6","1","1","7860","1","1","0","3255",0,48000,"25",501,"600","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3259","P","1",1,"905","1","25","1019518",93,"4","1","2","0","1","2","2","2","2","2","2","0","11","1","1","2","2","1","2",2018,"1","4","3","5","3","3","3","0","0","0","1","18","0","1","0","0",150000,45,"52","1","1","142","999","1","1","1","6890","1","2","0","5000",150000,150000,"128",501,"900","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"3260","P","1",1,"610","1","25","1019518",127,"4","1","2","0","1","2","2","2","2","2","2","0","1","1","1","2","2","1","2",2003,"1","4","3","5","3","3","3","0","0","2000","1","16","0","1","0","0",50000,40,"52","1","4","999","999","1","1","23","3960","1","2","0","8760",50000,52000,"362",171,"500","25","1","2","3","9","9000","29","0","0","0","0","2","0","1","1","0","3","No"
"3264","P","1",1,"805","1","25","1019518",51,"1","3","2","0","1","2","1","2","2","2","2","0","2","2","1","2","2","1","2",1985,"1","2","2","5","2","2","3","0","0","50000","1","22","0","1","0","21900",18000,35,"52","1","1","50","999","1","1","1","7860","1","1","0","2310",18000,89900,"25",501,"800","25","1","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3267","P","1",1,"1004","1","25","1019518",80,"4","1","2","0","2","2","1","2","2","2","2","5000","1","2","3","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","50000","1","22","0","2","0","25600",0,40,"52","1","4","999","999","6","1","1","7860","4","2","0","3255",0,80600,"408",501,"600","25","2","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","6","No"
"3268","P","1",1,"704","1","25","1019518",61,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","4","2","2","2","2",2009,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",31200,30,"52","1","1","51","999","1","1","1","8590","5","1","0","4720",31200,31200,"25",199,"700","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3269","P","1",2,"606","1","25","1019518",88,"4","1","2","0","1","2","2","2","2","2","2","4000","1","1","1","2","2","1","2",1992,"3","4","3","5","3","3","3","0","0","0","1","19","0","1","0","0",50000,40,"52","1","1","210","999","1","1","2","7870","1","2","0","4220",50000,54000,"303",472,"900","25","1","2","1","9","9000","29","0","0","0","0","2","0","1","1","0","3","No"
"3270","P","1",1,"601","1","25","1019518",17,"1","1","2","0","2","2","2","1","2","2","2","0","1","2","2","2","2","2","2",1985,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","12000",0,40,"52","1","4","999","999","6","1","1","7860","3","1","0","3255",0,12000,"36",449,"600","25","2","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"3271","P","1",2,"1101","1","25","1019518",108,"1","1","2","2","2","1","2","1","2","2","2","0","1","2","1","2","2","1","2",2018,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",54000,45,"52","1","2","935","903","1","1","1","8090","1","1","0","4020",54000,54000,"25",501,"1100","25","1","1","3","2","3000","2","0","0","1","0","1","0","0","0","0","1","No"
"3274","P","1",1,"701","1","25","1019518",117,"4","1","2","0","2","2","1","2","2","2","2","0","1","2","3","2","2","2","2",2000,"1","4","2","5","2","2","3","0","1200","0","1","9","0","1","0","10800",0,40,"52","2","1","308","999","6","1","1","7860","4","2","0","3255",0,12000,"333",83,"600","25","2","1","2","2","3000","2","0","0","1","0","1","0","0","0","0","3","Yes"
"3277","P","1",2,"805","1","25","1019518",53,"4","1","2","0","1","2","2","2","2","2","2","0","1","1","1","2","2","1","2",1984,"3","4","2","5","2","2","3","0","0","0","1","18","0","2","0","0",0,40,"52","2","1","291","999","6","1","15","7860","1","2","0","3255",0,0,"363",501,"600","25","1","2","4","9","9000","29","0","0","0","0","2","0","1","1","0","3","No"
"3278","P","1",1,"503","1","25","1019518",50,"1","7","2","0","1","2","2","1","2","2","2","0","1","2","1","2","2","1","2",1995,"1","4","3","5","3","3","3","0","0","0","1","21","20000","1","0","0",50000,40,"52","1","1","94","999","1","1","1","770","1","1","0","6230",70000,70000,"50",469,"500","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3280","P","1",2,"201","1","25","1019518",73,"1","1","2","0","2","2","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"3","4","2","3","2","2","2","0","0","0","2","14","0","1","0","0",0,40,"52","2","1","935","999","6","1","1","7860","6","1","0","3255",0,0,"25",66,"600","25","2","1","2","1","1000","1","0","0","0","0","1","0","0","1","1","1","No"
"3283","P","1",2,"905","1","25","1019518",40,"1","6","2","2","2","1","2","2","2","2","2","0","11","1","1","2","2","1","2",2021,"1","4","3","5","3","3","3","0","0","0","1","16","10000","1","0","0",50000,40,"52","1","1","223","999","1","1","8","6190","1","1","0","9142",60000,60000,"11",336,"900","25","1","2","3","8","8000","15","0","0","0","0","1","0","1","0","0","1","No"
"3284","P","1",1,"503","1","25","1019518",31,"1","1","2","0","2","2","1","2","2","2","2","0","1","2","1","2","2","1","2",1972,"3","4","2","5","2","2","3","0","0","0","1","19","0","2","0","5400",0,40,"52","2","3","996","999","6","1","1","7860","2","1","0","3255",0,5400,"25",38,"600","25","2","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"3285","P","1",1,"1004","1","25","1019518",54,"1","3","2","2","1","1","1","1","2","2","2","0","1","2","1","2","2","3","2",2008,"1","4","2","5","2","2","3","37000","0","11400","1","17","0","1","0","18000",0,40,"52","2","2","26","22","6","1","1","9390","1","1","0","8140",0,66400,"25",501,"600","25","1","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3287","P","1",1,"806","1","25","1019518",95,"3","3","2","0","2","2","2","1","2","2","2","0","1","1","4","2","2","1","2",1989,"1","4","3","5","3","3","3","0","2300","0","1","18","0","2","0","0",31300,40,"43","1","1","210","999","1","1","2","7860","5","1","0","2825",31300,33600,"303",171,"800","25","2","1","4","8","8000","15","0","0","0","0","1","0","1","0","0","3","No"
"3288","P","1",3,"601","1","25","1019518",55,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",56000,40,"52","1","2","51","129","1","1","1","770","6","1","0","6230",56000,56000,"25",501,"600","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3289","P","1",1,"505","1","25","1019518",53,"1","1","2","0","1","2","1","1","2","2","2","0","1","2","1","2","2","1","2",1985,"1","4","2","5","2","2","3","0","0","20000","1","19","0","2","0","10000",0,40,"52","2","4","999","999","6","1","1","7860","1","1","0","3255",0,30000,"25",280,"600","25","1","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3290","P","1",1,"301","1","25","1019518",37,"1","1","2","2","2","1","2","2","2","2","2","100","1","1","5","2","2","1","2",1994,"3","4","2","5","2","2","3","0","0","0","2","21","0","1","0","0",0,40,"52","2","1","706","999","6","1","1","7860","6","1","0","3255",0,100,"25",0,"600","25","1","2","4","6","4000","5","0","1","0","0","1","0","0","0","0","1","No"
"3293","P","1",1,"1001","1","25","1019518",98,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","19","0","1","0","0",56000,46,"52","1","1","26","999","1","1","1","2290","6","1","0","1555",56000,56000,"25",360,"1000","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3294","P","1",1,"805","1","25","1019518",159,"2","1","2","0","2","2","1","2","2","2","2","0","1","1","4","2","2","1","2",1996,"1","4","2","5","2","2","3","0","0","0","1","16","0","1","0","10800",0,40,"52","2","1","261","999","6","1","3","7860","5","1","0","3255",0,10800,"72",501,"600","25","2","1","2","8","8000","15","0","0","0","0","1","0","1","0","0","2","No"
"3295","P","1",1,"804","1","25","1019518",43,"5","2","2","2","2","1","2","2","2","2","2","0","1","1","5","2","2","1","2",1994,"1","4","2","3","2","1","3","300","0","0","3","16","0","2","0","0",5300,40,"16","2","1","706","999","6","1","1","9170","6","2","0","5860",5300,5600,"207",35,"600","25","1","2","1","6","4000","5","0","1","0","0","1","0","0","0","0","4","No"
"3296","P","1",2,"503","1","25","1019518",66,"1","2","2","0","1","2","2","2","2","2","2","0","11","2","1","2","2","1","2",1990,"1","4","3","5","3","3","3","0","0","0","1","24","0","1","0","0",80000,40,"52","1","1","939","999","1","1","1","7870","1","1","0","2205",80000,80000,"25",470,"500","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3298","P","1",2,"901","1","25","1019518",49,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2006,"3","4","2","5","2","2","3","0","0","0","1","22","0","2","0","0",0,40,"52","2","1","924","999","6","1","1","7860","1","1","0","3255",0,0,"9",501,"600","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3299","P","1",1,"502","1","25","1019518",62,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","3","19","0","2","0","0",0,40,"52","2","1","50","999","6","1","1","7860","6","1","0","3255",0,0,"34",449,"600","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3305","P","1",3,"506","1","25","1019518",83,"1","1","2","0","1","2","2","2","2","2","2","0","1","1","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","18","0","1","0","0",38000,40,"52","1","1","46","999","1","1","1","8970","6","1","0","4500",38000,38000,"25",501,"500","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3306","P","1",1,"1001","1","25","1019518",96,"1","1","2","0","1","2","2","2","2","2","2","0","3","2","1","2","2","1","2",2001,"1","4","3","5","3","3","3","0","0","0","1","22","0","1","0","0",146000,35,"52","1","4","999","999","1","1","1","6890","1","1","0","800",146000,146000,"25",501,"800","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3308","P","1",1,"100","1","25","1019518",25,"1","1","2","0","2","2","1","2","2","2","2","18000","1","2","2","2","2","1","2",1967,"1","2","3","5","3","3","3","0","0","14100","1","21","0","1","0","28800",0,40,"52","1","4","999","999","6","1","1","7860","3","1","0","3255",0,60900,"25",431,"600","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3309","P","1",1,"1301","1","25","1019518",124,"1","8","2","0","1","2","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","8300","1","12","0","2","2900","0",0,40,"52","2","2","84","51","6","1","1","8660","6","1","0","4600",0,11200,"25",83,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3311","P","1",3,"902","1","25","1019518",40,"1","1","2","0","1","2","2","2","2","2","2","0","3","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","3","21","0","1","0","0",110000,40,"52","1","4","999","999","1","1","1","6992","6","1","0","4710",110000,110000,"25",501,"4100","36","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3312","P","1",2,"1004","1","25","1019518",90,"1","2","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",75000,40,"46","1","1","50","999","1","1","1","7580","6","1","0","3255",75000,75000,"25",483,"1290","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3313","P","1",2,"501","1","25","1019518",41,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","2","21","0","1","0","0",55000,40,"52","1","1","902","999","1","1","1","7470","6","1","0","2850",55000,55000,"25",495,"800","25","1","2","3","2","3000","2","0","0","1","0","1","0","0","0","0","1","No"
"3314","P","1",1,"703","1","25","1019518",58,"1","3","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","2","2",2021,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",75000,35,"40","1","2","50","26","1","1","1","9370","1","1","0","5000",75000,75000,"25",501,"700","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3315","P","1",1,"505","1","25","1019518",31,"5","1","2","2","2","1","2","2","2","2","2","0","1","1","5","2","2","1","2",1994,"2","4","2","5","2","2","3","0","0","0","3","19","0","2","0","0",4800,32,"5","2","1","152","999","6","1","1","8590","6","2","0","3960",4800,4800,"154",449,"600","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"3318","P","1",1,"612","1","25","1019518",52,"1","3","2","0","1","2","2","2","2","2","2","0","11","2","1","2","2","1","2",1998,"1","4","3","5","3","3","3","0","0","0","1","22","0","1","0","0",105000,37,"52","1","1","190","999","1","1","1","9370","1","1","0","440",105000,105000,"34",501,"600","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3321","P","1",1,"1301","1","25","1019518",19,"1","1","2","0","2","2","1","1","2","2","2","0","1","2","2","2","2","1","2",1990,"3","4","3","5","3","3","3","0","0","0","1","22","0","1","0","0",0,40,"52","1","4","999","999","6","1","1","7860","3","1","0","3255",0,0,"36",449,"600","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"3322","P","1",1,"802","1","25","1019518",51,"1","3","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2020,"1","4","3","5","3","3","3","0","0","0","1","22","0","2","0","0",75000,40,"52","1","2","22","32","1","1","1","7860","1","1","0","2330",75000,75000,"25",501,"800","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3323","P","1",2,"806","1","25","1019518",39,"1","7","2","0","1","2","2","2","2","2","2","0","1","2","3","2","2","1","2",1993,"1","4","3","5","3","3","3","0","0","0","1","19","0","1","0","0",50000,40,"52","1","1","148","999","1","1","1","4585","4","1","0","52",50000,50000,"25",318,"800","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3324","P","1",2,"603","1","25","1019518",84,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",1988,"1","4","2","5","2","3","3","0","0","0","1","20","0","2","0","0",63000,35,"52","1","1","939","999","1","1","1","7980","1","1","0","3310",63000,63000,"25",501,"600","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3326","P","1",1,"611","1","25","1019518",73,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","3","19","0","1","0","0",0,40,"52","2","1","195","999","6","1","1","8680","6","1","0","4055",0,0,"37",449,"600","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3328","P","1",2,"1102","1","25","1019518",105,"4","7","2","1","2","1","2","2","2","2","2","8200","1","2","1","2","2","1","2",1999,"1","4","3","5","3","3","3","0","0","0","1","13","10200","1","0","0",14400,40,"52","1","1","50","999","1","1","1","8870","1","2","0","8140",24600,32800,"119",189,"1100","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"3329","P","1",3,"1103","1","25","1019518",36,"1","1","2","0","1","2","2","2","2","2","2","0","11","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","1","0","0",87000,40,"50","1","1","939","999","1","1","1","7590","6","1","0","1021",87000,87000,"25",501,"1100","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3332","P","1",1,"1001","1","25","1019518",88,"1","1","2","0","1","2","1","2","2","2","2","0","1","2","3","2","2","1","2",1975,"1","4","3","5","3","3","3","0","0","0","1","19","0","2","0","3000",45000,40,"52","1","1","935","999","1","1","1","8191","4","1","0","5740",45000,48000,"25",334,"1000","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3335","P","1",2,"904","1","25","1019518",64,"1","1","2","0","1","2","2","2","2","2","2","0","2","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","2","19","0","2","0","0",20500,30,"52","1","1","336","999","1","1","1","5392","6","1","0","4720",20500,20500,"25",100,"900","25","1","2","2","2","3000","2","0","0","1","0","1","0","0","0","0","1","No"
"3336","P","1",1,"1004","1","25","1019518",55,"1","1","2","0","1","2","1","2","2","2","2","6500","1","2","2","2","2","1","2",1958,"1","4","2","5","2","2","3","0","0","0","1","21","0","2","0","21000",0,40,"52","2","2","50","22","6","1","1","7860","3","1","0","3255",0,27500,"42",189,"600","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3337","P","1",2,"906","1","25","1019518",47,"1","1","2","0","1","2","2","2","2","2","2","0","11","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",50000,40,"48","1","3","996","999","1","1","1","7390","6","1","0","4710",50000,50000,"25",317,"900","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3339","P","1",1,"601","1","25","1019518",65,"1","1","2","0","2","2","1","2","1","2","2","0","1","2","1","2","2","1","2",1982,"1","4","2","5","2","2","3","0","0","62000","1","21","0","2","0","28600",0,40,"52","2","2","22","32","6","1","1","7860","1","1","0","3255",0,90600,"25",501,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3341","P","1",1,"1004","1","25","1019518",47,"1","3","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","1","22","0","2","0","0",45000,40,"52","1","1","84","999","1","1","1","7860","6","1","0","1822",45000,45000,"25",292,"1100","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3344","P","1",1,"401","1","25","1019518",13,"1","3","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2016,"1","4","3","5","3","3","3","0","0","0","1","21","0","1","0","0",62000,42,"52","1","2","89","50","1","1","1","9470","1","1","0","3740",62000,62000,"25",501,"290","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3346","P","1",1,"702","1","25","1019518",42,"4","1","2","0","2","2","2","1","2","2","2","0","1","1","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","1","16","0","2","0","0",31600,38,"52","2","1","252","999","6","1","5","1270","6","2","0","9640",31600,31600,"329",157,"600","25","2","1","2","9","9000","38","0","0","1","0","2","0","1","0","0","3","No"
"3347","P","1",2,"701","1","25","1019518",72,"1","1","2","2","1","1","2","2","2","2","2","0","1","2","1","2","2","3","2",2010,"1","4","3","5","3","3","3","0","0","0","1","19","0","2","0","0",32000,35,"52","1","4","999","999","1","1","1","7860","1","1","0","9121",32000,32000,"24",501,"700","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3348","P","1",2,"201","1","25","1019518",13,"1","1","2","0","2","2","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",40000,30,"48","1","2","22","935","1","1","1","770","6","1","0","6230",40000,40000,"25",454,"290","25","2","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3350","P","1",2,"904","1","25","1019518",82,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2005,"1","4","3","5","3","3","3","0","0","0","1","20","0","1","0","0",1e+05,40,"52","1","1","50","999","1","1","1","6680","1","1","0","7340",1e+05,1e+05,"25",501,"900","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3351","P","1",2,"1101","1","25","1019518",101,"4","3","2","0","1","2","2","2","2","2","2","0","1","1","1","2","2","1","2",2000,"1","4","3","5","3","3","3","0","0","36000","1","19","0","1","0","0",40000,40,"50","1","1","336","999","1","1","1","8090","1","2","0","4230",40000,76000,"332",501,"1100","25","1","2","3","2","3000","2","0","0","1","0","1","0","0","0","0","3","No"
"3352","P","1",1,"1201","1","25","1019518",132,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2013,"1","4","3","5","3","3","3","0","0","0","1","24","0","1","0","0",155000,40,"52","1","2","51","32","1","1","1","7290","1","1","0","1360",155000,155000,"36",501,"1290","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3357","P","1",1,"601","1","25","1019518",58,"1","1","2","0","2","2","1","2","2","2","2","0","1","2","2","2","2","1","1",1958,"1","4","2","5","2","2","3","0","0","15600","1","16","0","2","0","0",0,40,"52","2","2","51","429","6","1","1","7860","3","1","0","3255",0,15600,"25",108,"600","25","2","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3359","P","1",1,"905","1","25","1019518",44,"5","1","2","0","2","2","2","1","2","2","2","0","1","1","1","2","2","1","2",2005,"3","4","3","5","3","2","1","0","0","0","1","12","0","2","0","0",0,40,"52","2","4","999","999","6","1","1","7860","1","2","0","3255",0,0,"332",126,"600","25","2","1","3","2","3000","2","0","0","1","0","1","0","0","0","0","3","No"
"3360","P","1",1,"802","1","25","1019518",53,"1","2","2","0","1","2","2","2","2","2","2","0","11","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","1","22","0","2","0","0",84000,40,"52","1","2","26","22","1","1","1","9170","6","1","0","705",84000,84000,"36",501,"800","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3362","P","1",1,"1004","1","25","1019518",74,"1","2","2","0","1","2","2","2","2","2","2","340","1","2","1","2","1","1","2",2022,"1","4","3","5","3","3","3","1700","0","0","1","21","0","1","0","0",1e+05,40,"52","1","2","142","84","1","1","1","8191","1","1","0","3220",1e+05,102040,"25",501,"1000","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3364","P","1",1,"1201","1","25","1019518",6,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"3","4","2","5","2","2","3","0","0","0","3","18","0","1","0","0",0,40,"52","2","2","902","51","6","1","1","7380","6","1","0","1050",0,0,"36",449,"600","25","1","2","3","2","3000","2","0","0","1","0","1","0","0","0","0","1","No"
