"","X","PUMA","PWGTP","CIT","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","LANX","MAR","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","ANC","ANC1P","ANC2P","ESR","MSP","NATIVITY","PINCP","POBP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","WAOB","Class"
"2958",3358,906,75,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,21,1,0,200000,1,615,999,1,1,2,200000,210,1,2,3,6,4015,4,1,0,1,0,0,4,"0"
"2959",3359,905,44,5,0,2,2,2,1,2,1,1,3,4,3,5,3,2,0,1,12,2,0,0,4,999,999,6,1,2,0,332,2,1,3,2,3000,2,0,1,1,0,0,3,"0"
"2960",3360,802,53,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,1,22,2,0,84000,2,26,22,1,6,1,84000,36,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2961",3361,402,64,1,0,2,2,2,2,2,2,5,1,4,2,1,1,1,0,1,20,2,0,10000,1,51,999,1,6,1,10000,33,2,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2962",3362,1004,74,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,1,0,100000,2,142,84,1,1,1,102040,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2963",3363,702,51,1,0,1,2,2,1,2,2,5,1,4,3,5,3,3,0,1,19,2,6600,4000,4,999,999,1,6,1,15900,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2964",3364,1201,6,1,0,1,2,2,2,2,2,5,3,4,2,5,2,2,0,3,18,1,0,0,2,902,51,6,6,1,0,36,1,2,3,2,3000,2,0,1,1,0,0,1,"0"
"2965",3365,1101,108,5,0,2,2,2,1,2,1,5,1,4,3,5,3,3,0,1,6,2,0,29000,1,510,999,1,6,2,29000,408,2,1,4,2,3000,2,0,1,1,0,0,6,"0"
"2966",3366,1104,95,3,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,1,21,1,0,40000,4,999,999,1,6,1,40000,163,2,1,1,9,9000,29,0,0,2,1,1,5,"0"
"2967",3367,905,52,1,2,2,1,1,2,2,2,3,1,4,2,5,2,2,0,1,20,2,0,10000,1,939,999,1,4,1,10000,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2968",3368,602,73,5,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,22,1,0,70000,4,999,999,1,6,2,70000,301,1,2,3,8,8000,15,0,0,1,1,0,7,"0"
"2969",3369,1102,115,3,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,16,2,0,30000,4,999,999,1,1,1,30000,100,1,2,3,1,1000,1,0,0,1,0,1,5,"1"
"2970",3370,501,27,1,2,2,1,1,2,2,2,1,1,4,2,5,2,3,0,1,21,2,0,140000,4,999,999,1,1,1,161900,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2971",3371,613,91,4,0,2,2,2,1,2,1,1,1,4,3,5,3,3,0,3,22,2,0,86000,4,999,999,1,1,2,86000,217,2,1,3,6,4000,5,1,0,1,0,0,4,"0"
"2972",3372,804,112,4,0,2,2,2,1,2,2,1,3,4,3,5,3,3,0,1,21,2,0,34000,1,308,999,1,1,2,34000,333,2,1,3,2,3000,2,0,1,1,0,0,3,"0"
"2973",3373,301,67,4,0,1,2,2,2,2,1,5,3,4,3,5,3,3,0,2,18,2,0,5000,4,999,999,6,6,2,5000,207,1,2,1,6,4005,10,1,0,1,0,0,4,"0"
"2974",3374,704,65,1,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,1,22,1,0,16400,4,999,999,1,6,1,16400,13,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2975",3375,802,137,1,0,1,2,2,2,2,1,5,1,4,2,5,2,2,0,2,14,2,0,0,4,999,999,6,6,1,0,25,1,2,2,8,8000,15,0,0,1,1,0,1,"0"
"2976",3376,1102,71,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,1,0,93000,2,510,920,1,1,1,93020,25,1,2,2,9,9000,90,0,1,3,1,0,1,"0"
"2977",3377,608,110,1,0,1,2,2,2,2,2,1,1,4,1,5,3,3,0,1,22,2,0,18000,4,999,999,2,1,1,19000,25,1,2,3,9,9000,29,0,0,2,1,1,1,"0"
"2978",3378,501,89,1,0,1,2,2,2,2,2,5,1,4,3,5,2,3,0,1,21,2,0,60000,2,231,924,1,6,1,60000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2979",3379,905,46,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,20,2,0,78000,1,50,999,1,1,1,78000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2980",3380,100,116,4,0,1,2,2,1,2,1,1,1,4,2,5,2,2,0,1,16,2,0,0,2,275,50,6,1,2,7500,329,1,1,1,9,9000,29,0,0,2,1,1,3,"0"
"2981",3381,401,11,1,0,1,2,1,2,1,2,1,1,2,2,5,2,2,31100,1,21,1,5600,0,2,22,88,6,1,1,79990,50,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2982",3382,502,44,3,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,19,2,0,42000,4,999,999,1,1,1,42000,110,1,2,4,1,1000,1,0,0,1,0,1,5,"0"
"2983",3383,402,65,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,16,1,0,50000,1,51,999,1,1,1,50000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2984",3384,201,71,1,0,2,2,2,2,2,2,3,3,4,3,5,3,3,0,1,17,1,0,0,1,903,999,6,4,1,0,25,2,2,2,2,3000,2,0,1,1,0,0,1,"0"
"2985",3385,607,172,1,0,1,2,2,2,2,2,1,1,4,2,5,2,2,0,1,23,2,0,0,4,999,999,6,1,1,0,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2986",3386,1103,165,5,0,2,2,2,2,2,1,1,1,4,3,5,3,3,0,1,19,2,0,0,4,999,999,1,1,2,13500,362,2,2,4,9,9000,29,0,0,2,1,1,3,"0"
"2987",3387,801,50,1,2,1,1,2,2,2,2,5,3,4,2,5,2,2,0,3,21,1,0,56000,2,50,84,6,6,1,56000,25,1,2,1,9,9000,29,0,0,2,1,1,1,"0"
"2988",3388,906,75,5,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,1,21,1,0,118000,1,740,999,1,6,2,118000,215,1,2,2,6,4002,7,1,0,1,0,0,4,"0"
"2989",3389,403,54,1,1,2,1,2,2,2,2,1,1,4,3,5,3,3,0,1,18,1,0,0,1,26,999,1,1,1,22500,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2990",3390,902,87,1,2,2,1,1,2,2,2,4,1,2,2,5,2,2,0,1,16,1,1900,0,4,999,999,6,5,1,1900,25,1,1,3,1,1000,1,0,0,1,0,1,1,"1"
"2991",3391,1104,122,1,0,2,2,2,1,2,2,5,3,4,3,5,3,3,0,1,16,2,0,8000,4,999,999,1,6,1,11600,44,2,1,1,9,9000,17,0,0,2,0,1,1,"0"
"2992",3392,1301,91,1,2,2,1,1,2,2,2,1,1,2,2,5,2,2,58000,1,22,1,5900,0,2,50,46,6,1,1,63950,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2993",3393,901,90,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,39300,1,50,999,1,1,1,39300,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2994",3394,605,45,1,0,1,2,2,2,2,2,5,1,4,2,3,2,2,0,2,16,2,0,10000,2,308,50,1,6,1,10000,25,1,2,4,9,9000,16,0,1,2,0,1,1,"0"
"2995",3395,1102,60,1,0,2,2,1,1,2,2,3,1,4,3,5,3,3,6000,1,20,2,0,0,4,999,999,6,4,1,16800,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2996",3396,805,116,4,0,2,2,1,1,2,1,1,1,4,2,5,2,2,0,1,1,2,14400,0,4,999,999,6,1,2,14400,363,2,1,2,2,3000,2,0,1,1,0,0,3,"0"
"2997",3397,504,69,1,2,1,1,1,2,2,2,3,1,4,3,5,3,3,0,1,16,2,0,75000,1,26,999,1,4,1,75000,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2998",3398,1301,61,1,2,2,1,1,2,2,2,1,1,4,2,5,2,2,0,1,21,1,30000,0,1,50,999,6,1,1,30000,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2999",3399,506,55,1,0,2,2,1,1,2,2,3,3,4,3,5,3,3,3400,1,16,2,8400,0,3,996,999,6,4,1,11800,25,2,1,1,1,1000,1,0,0,1,0,1,1,"1"
"3000",3400,901,66,1,2,1,1,1,2,2,2,1,1,4,2,5,2,2,0,1,22,2,17000,0,2,88,32,6,1,1,17000,12,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3001",3402,704,195,1,2,2,1,1,2,2,2,2,1,4,3,5,3,3,0,1,16,1,24000,0,1,51,999,6,3,1,24000,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"3002",3403,100,53,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,19,2,0,0,2,142,32,1,1,1,15500,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3003",3404,612,59,1,2,2,1,2,2,2,2,1,1,2,2,5,2,2,0,3,21,1,0,25400,2,22,88,6,1,1,49400,6,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3004",3405,402,88,5,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,1,14,2,0,36000,1,301,999,1,6,2,36000,324,2,1,3,2,3000,2,0,1,1,0,0,3,"0"
"3005",3406,100,14,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,75000,1,22,2,0,32000,2,51,142,1,6,1,112000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3006",3407,609,60,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,16,2,0,52000,4,999,999,1,1,1,52000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3007",3408,901,70,3,0,1,2,2,2,2,1,5,3,4,3,5,3,3,0,1,21,2,0,65000,2,570,998,1,6,1,65000,449,1,2,4,1,1000,1,0,0,1,0,1,6,"0"
"3008",3409,803,89,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,350,1,21,2,0,120000,1,94,999,1,1,1,120600,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3009",3410,504,81,5,0,2,2,2,1,2,1,3,1,4,2,5,2,2,0,1,21,1,0,0,1,529,999,6,4,2,0,421,2,1,1,2,3000,2,0,1,1,0,0,6,"0"
"3010",3411,503,65,1,0,1,2,2,2,1,2,1,1,2,3,5,3,3,0,1,20,1,0,87000,2,51,425,1,1,1,87000,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3011",3412,613,70,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,100000,4,999,999,1,1,1,100000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3012",3414,1003,44,4,2,2,1,1,1,2,1,2,1,4,2,3,2,2,1100,1,1,2,0,0,1,84,999,6,3,2,13100,129,1,1,1,1,1000,1,0,0,1,0,1,5,"0"
"3013",3415,802,55,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,1,0,176000,1,22,999,1,6,1,176000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3014",3416,602,77,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,16,1,0,50000,1,534,999,1,1,2,50000,427,1,2,2,2,3000,2,0,1,1,0,0,6,"0"
"3015",3417,702,132,4,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,1,16,1,0,45000,1,275,999,1,6,2,45000,329,1,2,2,8,8000,15,0,0,1,1,0,3,"0"
"3016",3418,803,72,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,1,0,73000,2,26,32,1,6,1,73000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3017",3419,602,59,1,0,2,2,1,1,2,1,3,1,4,2,5,2,2,0,1,17,2,8400,0,1,720,999,6,4,1,8400,25,2,1,2,6,4008,6,1,0,1,0,0,1,"0"
"3018",3420,803,37,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,1,0,150000,1,8,999,1,6,1,150000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3019",3421,804,76,4,0,2,2,1,1,2,1,1,1,4,2,3,2,2,7000,1,18,2,3000,0,1,706,999,6,1,2,10000,207,1,1,2,6,4000,5,1,0,1,0,0,4,"0"
"3020",3423,605,66,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,19,1,0,180000,1,22,999,1,1,1,180000,1,1,2,2,1,1000,1,0,0,1,0,1,1,"1"
"3021",3424,401,118,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,16,2,0,62000,4,999,999,1,6,1,62000,6,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3022",3425,802,55,1,0,1,2,1,2,2,2,5,3,1,3,5,3,3,0,1,16,1,0,35000,1,51,999,4,6,1,35000,42,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3023",3426,706,47,1,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,1,21,2,0,55000,1,210,999,1,6,1,55000,4,1,2,3,3,5015,3,0,0,1,0,0,1,"0"
"3024",3427,610,108,1,2,2,1,1,2,2,1,5,1,4,2,2,2,2,0,1,16,1,20300,0,2,50,939,6,6,1,20300,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3025",3428,903,87,1,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,1,22,2,0,70000,1,336,999,1,6,1,70000,25,2,1,2,2,3000,2,0,1,1,0,0,1,"0"
"3026",3429,704,48,1,0,2,2,1,2,2,2,1,1,3,2,5,2,2,1500,1,20,1,22200,0,4,999,999,6,1,1,23700,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"3027",3431,607,86,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,2,16,2,0,5400,2,22,24,1,6,1,5400,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3028",3432,1003,109,1,0,2,2,1,1,2,2,5,1,4,2,5,2,2,0,1,19,1,24500,0,1,84,999,6,6,1,27000,6,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"3029",3433,1103,44,1,1,2,1,1,2,2,2,1,1,4,2,5,2,2,20000,1,20,2,8600,0,2,22,89,6,1,1,28600,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3030",3434,1301,7,1,0,2,2,1,1,2,2,4,1,4,3,5,3,3,0,1,16,2,20600,0,4,999,999,6,5,1,20600,25,2,1,2,1,1000,1,0,0,1,0,1,1,"1"
"3031",3435,604,65,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,22,1,0,55000,2,22,26,1,6,1,55000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3032",3436,704,148,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,21,1,0,60000,1,417,999,1,2,2,60000,213,1,2,2,1,1000,1,0,0,1,0,1,4,"0"
"3033",3437,401,17,4,0,1,2,2,2,2,1,5,1,4,2,3,2,1,0,1,14,1,0,80000,4,999,999,1,6,2,80000,164,1,2,3,1,1000,1,0,0,1,0,1,5,"0"
"3034",3438,201,20,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,18,1,0,55000,4,999,999,1,6,1,55000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3035",3439,1004,81,1,0,2,2,2,1,2,2,5,1,4,2,5,2,2,0,1,15,2,0,0,1,84,999,6,6,1,0,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3036",3440,902,46,1,0,1,2,1,2,2,2,1,1,4,2,5,3,2,84000,1,22,2,10200,0,1,998,999,6,1,1,94200,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3037",3441,612,62,1,0,1,2,2,2,2,2,2,3,4,3,5,3,3,0,1,16,1,0,60000,1,142,999,1,3,1,60000,44,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3038",3442,608,194,1,2,1,1,2,2,2,2,1,1,4,3,5,3,3,0,1,16,1,0,70000,2,720,26,1,1,1,70000,25,1,2,1,9,9000,20,1,0,2,0,1,1,"0"
"3039",3443,802,112,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,1,0,200000,1,22,999,1,1,1,200000,47,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3040",3444,502,157,1,0,2,2,2,1,2,1,5,1,4,3,5,3,3,0,1,16,1,0,25800,1,261,999,1,6,1,25800,25,2,1,3,9,9000,29,0,0,2,1,1,1,"0"
"3041",3446,1002,58,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,2,0,90000,2,22,88,1,2,1,90000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3042",3447,502,50,1,0,2,2,1,2,2,2,1,1,2,3,5,3,3,0,1,19,1,20400,48000,2,26,51,1,1,1,68400,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3043",3448,706,87,1,0,1,2,2,2,2,2,1,1,4,2,5,2,2,0,1,16,2,0,0,1,88,999,6,1,1,0,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3044",3449,1003,27,1,0,2,2,1,1,2,2,2,3,4,3,5,3,3,0,1,20,2,24000,0,1,261,999,6,3,1,40200,25,2,1,4,9,9000,29,0,0,2,1,1,1,"1"
"3045",3450,507,79,1,2,1,1,2,2,2,2,5,3,4,2,5,2,2,0,3,19,2,0,0,1,782,999,6,6,1,300,17,1,2,3,6,4005,10,1,0,1,0,0,1,"0"
"3046",3451,608,90,1,2,1,1,2,2,2,2,1,1,4,3,5,3,3,0,1,22,2,0,96000,1,939,999,1,1,1,96000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3047",3452,612,42,4,0,1,2,1,2,2,1,1,3,4,3,5,3,3,0,1,22,2,12000,0,1,706,999,1,1,2,62000,207,1,1,1,6,4000,5,1,0,1,0,0,4,"0"
"3048",3453,902,81,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,24000,1,32,999,1,1,1,24000,17,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3049",3454,904,134,1,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,1,21,2,0,45000,1,706,999,1,6,1,45000,25,1,2,2,6,4000,5,1,0,1,0,0,1,"0"
"3050",3456,401,15,1,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,2,14,2,0,0,1,939,999,6,6,1,8800,25,2,1,3,1,1000,1,0,0,1,0,1,1,"1"
"3051",3457,602,66,1,0,1,2,2,2,2,2,3,1,4,2,5,2,2,0,1,22,1,0,88000,2,50,51,1,4,1,88000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3052",3458,704,82,1,0,2,2,1,2,2,1,3,1,4,2,5,2,2,2100,1,20,2,2100,0,1,51,999,6,4,1,4200,25,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"3053",3459,1004,87,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,3,16,1,0,2200,4,999,999,6,6,1,2200,17,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3054",3460,801,45,1,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,1,17,2,0,40000,4,999,999,1,6,1,40000,48,1,2,2,8,8000,15,0,0,1,1,0,1,"0"
"3055",3461,706,87,1,0,1,2,1,2,2,2,2,1,4,2,5,2,2,30000,1,20,2,2600,0,1,22,999,6,3,1,32600,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"3056",3462,401,62,1,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,2,14,2,0,2200,1,261,999,1,6,1,9900,25,2,1,4,8,8000,15,0,0,1,1,0,1,"0"
"3057",3463,801,63,3,2,1,1,2,2,2,2,5,1,4,2,5,2,2,0,3,19,1,0,0,1,142,999,6,6,1,0,103,1,2,1,1,1000,1,0,0,1,0,1,5,"0"
"3058",3464,701,177,5,2,2,1,2,2,2,1,1,1,4,3,5,3,3,0,1,21,1,0,108000,1,32,999,1,1,2,108000,362,1,2,1,1,1000,1,0,0,1,0,1,3,"0"
"3059",3465,705,63,4,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,1,20,2,0,50000,1,100,999,1,6,2,50000,100,1,2,3,1,1000,1,0,0,1,0,1,5,"0"
"3060",3466,611,60,1,0,1,2,2,2,2,1,5,1,4,2,5,2,2,0,3,19,2,0,3000,1,522,999,6,6,1,3000,22,1,2,3,2,3000,2,0,1,1,0,0,1,"0"
"3061",3467,609,57,4,0,1,2,2,2,2,1,4,1,4,3,5,3,3,0,1,20,2,0,0,1,252,999,1,5,2,110,303,1,2,3,9,9000,29,0,0,2,1,1,3,"0"
"3062",3468,1301,45,1,2,1,1,1,2,2,2,1,1,4,3,5,3,3,60000,1,16,2,25000,0,4,999,999,6,1,1,85000,17,1,1,3,1,1000,1,0,0,1,0,1,1,"1"
"3063",3469,603,117,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,19,1,0,37000,1,935,999,1,6,1,37000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3064",3470,402,47,1,2,2,1,1,2,1,2,2,1,2,2,5,2,2,0,1,17,1,15700,0,1,46,999,6,3,1,24300,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"3065",3471,613,116,1,0,1,2,1,2,2,2,1,1,4,2,1,2,2,7800,1,20,1,22000,0,1,51,999,6,1,1,29800,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3066",3472,503,71,1,2,2,1,1,2,2,2,2,1,4,2,5,2,2,22400,1,21,2,26400,0,1,22,999,6,3,1,48800,54,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"3067",3473,705,99,1,0,2,2,1,1,2,2,2,1,4,2,5,2,2,3100,1,18,2,9400,0,2,50,26,6,3,1,12500,25,2,1,1,1,1000,1,0,0,1,0,1,1,"1"
"3068",3475,507,98,1,1,2,1,2,2,2,2,1,1,4,3,5,3,3,0,1,15,2,0,92000,1,935,999,1,1,1,92000,25,1,2,1,9,9000,29,0,0,2,1,1,1,"0"
"3069",3476,802,120,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,3,21,2,0,0,1,939,999,6,6,1,4000,44,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3070",3477,901,51,1,0,2,2,1,2,2,2,1,1,4,2,5,2,2,60000,1,23,1,4200,0,1,50,999,6,1,1,65700,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3071",3478,1004,94,4,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,2,21,2,0,75000,1,84,999,1,6,2,75000,129,1,2,4,1,1000,1,0,0,1,0,1,5,"0"
"3072",3479,702,81,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,2,23,1,0,45800,4,999,999,1,6,1,45800,25,1,2,2,1,1000,1,0,0,1,0,1,1,"1"
"3073",3481,501,16,1,0,2,2,1,2,2,2,3,1,4,3,5,3,3,0,1,23,2,21000,0,2,94,148,1,4,1,92000,36,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3074",3482,402,89,1,0,1,2,2,2,2,2,1,1,4,2,5,2,2,0,1,19,1,0,85000,4,999,999,1,1,1,85000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3075",3483,1104,61,1,0,1,2,2,2,2,2,3,1,4,2,5,2,2,900,1,16,2,0,3000,1,50,999,1,4,1,3900,25,1,2,4,1,1000,1,0,0,1,0,1,1,"1"
"3076",3484,602,194,1,0,1,2,2,2,2,2,5,1,4,3,5,3,2,0,1,16,1,0,4200,1,935,999,1,6,1,4200,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3077",3485,612,43,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,2,0,180000,4,999,999,1,1,1,180000,42,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3078",3487,1201,66,1,0,2,2,1,2,2,2,1,1,3,3,5,3,3,0,1,21,1,45500,0,1,935,999,1,1,1,49900,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"3079",3488,506,54,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,2,16,2,0,14800,2,51,50,1,1,1,14800,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3080",3489,506,30,1,0,1,2,2,2,2,1,5,1,4,2,5,2,2,0,2,18,1,0,0,1,795,999,6,6,1,0,25,1,2,4,6,4015,4,1,0,1,0,0,1,"0"
"3081",3490,803,76,1,0,1,2,2,2,2,2,1,1,4,3,5,3,2,0,1,22,1,0,93000,1,195,999,1,2,1,93000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3082",3491,507,70,1,0,1,2,2,2,2,2,1,1,2,3,5,3,3,0,1,16,1,0,128000,1,939,999,1,1,1,128100,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3083",3492,606,136,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,2,12,2,0,0,2,148,32,1,6,1,1000,25,1,2,2,9,9000,16,0,1,2,0,1,1,"0"
"3084",3493,607,71,1,0,2,2,1,1,2,2,3,1,4,3,5,3,3,0,1,16,2,16300,0,3,996,999,6,4,1,16300,25,2,1,4,1,1000,1,0,0,1,0,1,1,"1"
"3085",3494,702,44,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,1,0,141000,4,999,999,1,1,1,141000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3086",3495,610,61,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,1,21,2,0,65000,2,924,142,1,6,1,65000,9,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3087",3496,1104,89,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,20,1,0,120000,4,999,999,1,1,1,120000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3088",3498,503,66,1,0,1,2,2,2,2,2,1,1,4,2,5,2,2,0,1,21,2,0,0,2,51,22,6,1,1,0,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3089",3499,402,30,1,0,2,2,1,1,2,2,2,1,4,2,2,2,2,10200,1,16,2,0,0,1,26,999,6,3,1,11600,25,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"3090",3500,301,63,1,0,1,2,2,2,2,2,5,3,4,2,1,2,1,0,3,18,2,0,1000,2,50,22,3,6,1,1270,11,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3091",3501,613,11,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,3,19,1,0,8500,1,782,999,1,6,1,8500,8,1,2,3,9,9000,24,1,0,2,0,1,1,"0"
"3092",3502,702,46,1,0,2,2,1,2,2,2,1,1,4,2,5,2,2,43900,1,21,1,45500,0,2,88,32,6,1,1,94800,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3093",3503,604,107,1,2,2,1,1,2,2,2,1,1,3,2,5,2,2,25000,1,16,1,26400,0,1,50,999,6,1,1,51400,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3094",3504,603,81,1,0,1,2,1,2,2,2,2,1,4,3,5,3,3,31900,1,19,2,28000,97000,1,51,999,1,3,1,156900,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
