"","PUMA","PWGTP","CIT","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","INTP","LANX","MAR","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","ANC","ANC1P","ANC2P","ESR","MSP","NATIVITY","PINCP","POBP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","WAOB","Class"
"162",100,13,1,2,2,1,1,2,2,0,2,1,1,3,3,5,3,3,0,1,16,1,0,10000,1,32,999,1,1,1,10000,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"163",506,21,1,0,2,2,1,2,2,0,2,2,3,4,3,5,3,3,12000,1,22,2,26700,0,3,996,999,6,3,1,38700,25,2,1,3,1,1000,1,0,0,1,0,1,1,"1"
"164",608,140,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,12,1,0,0,1,46,999,1,6,1,0,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"166",605,123,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,0,1,16,1,0,32000,2,22,125,1,6,1,32000,39,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"168",100,28,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,1,0,47000,1,51,999,1,6,1,47000,25,1,2,3,9,9000,17,0,0,2,0,1,1,"0"
"169",906,52,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,29000,1,16,2,0,0,1,935,999,6,6,1,29000,23,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"171",401,87,1,0,2,2,1,1,2,0,2,3,1,4,2,5,2,2,0,1,21,2,0,0,2,142,50,6,4,1,2300,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"174",201,12,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,20,1,0,100000,2,50,89,1,6,1,100000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"175",501,53,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,80000,2,50,935,1,6,1,80000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"176",1002,63,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,2,0,1,22,1,0,73000,1,148,999,1,1,1,73000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"177",607,41,4,2,2,1,2,2,2,1500,1,1,1,4,3,5,3,3,0,1,22,2,0,140000,1,706,999,1,1,2,141500,207,1,2,4,6,4000,5,1,0,1,0,0,4,"0"
"178",603,100,1,0,1,2,2,2,2,0,1,5,3,4,3,5,3,3,0,1,21,2,0,67000,1,785,999,1,6,1,67000,25,1,2,1,6,4014,9,1,0,1,0,0,1,"0"
"179",607,112,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,24,1,0,208000,1,50,999,1,1,1,208000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"180",606,3,1,0,2,2,1,2,2,0,2,2,1,4,3,5,3,3,0,1,10,1,0,0,4,999,999,6,3,1,0,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"181",503,204,4,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,20000,25000,1,308,999,1,1,2,45000,333,1,2,2,2,3000,2,0,1,1,0,0,3,"0"
"182",201,54,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,43000,2,22,89,1,1,1,43000,9,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"183",612,69,1,0,1,2,2,2,2,50,2,5,1,4,3,5,3,3,0,1,21,1,0,150000,2,22,50,1,6,1,150050,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"184",1102,94,1,0,2,2,2,1,2,0,2,5,3,4,3,5,3,3,0,1,16,1,0,30000,1,32,999,1,6,1,30000,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"185",801,34,4,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,21,2,0,63000,1,706,999,1,6,2,63000,207,1,2,4,6,4000,5,1,0,1,0,0,4,"0"
"186",806,54,4,0,2,2,1,1,2,0,2,1,1,4,2,5,2,2,0,1,15,2,0,0,1,234,999,6,1,2,10300,364,2,1,3,3,5021,3,0,0,1,0,0,3,"1"
"187",1301,62,1,0,2,2,2,1,2,0,2,5,1,4,1,2,2,3,0,1,19,1,0,15000,2,22,89,2,6,1,15000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"188",602,11,1,0,2,2,1,1,2,0,2,2,1,4,3,5,3,3,12400,1,11,2,31700,0,1,26,999,6,3,1,44100,25,2,1,4,1,1000,1,0,0,1,0,1,1,"1"
"189",1301,163,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,60000,4,999,999,1,1,1,60000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"190",301,66,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,68000,1,51,999,1,1,1,68000,48,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"191",401,123,2,0,2,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,17,1,0,18000,4,999,999,1,1,1,19000,72,2,2,3,8,8000,15,0,0,1,1,0,2,"0"
"192",502,63,1,2,2,1,2,2,2,0,2,5,3,4,2,1,2,1,0,1,16,1,0,32000,4,999,999,3,6,1,32000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"193",504,95,1,0,2,2,2,2,2,5000,2,5,1,4,1,2,2,2,0,1,16,1,0,35400,4,999,999,1,6,1,40400,25,2,2,1,1,1000,1,0,0,1,0,1,1,"0"
"194",506,105,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,19,1,0,35000,1,935,999,1,6,1,35000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"195",905,102,4,0,1,2,2,2,2,0,1,3,1,4,3,5,3,3,6400,2,22,2,0,55000,1,336,999,1,4,2,61400,332,1,2,3,2,3000,2,0,1,1,0,0,3,"0"
"196",501,103,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,18,1,0,40000,2,142,24,1,1,1,40000,27,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"198",1102,57,1,0,1,2,1,2,2,0,2,5,1,4,3,5,3,3,0,1,19,2,30600,72000,2,22,88,1,6,1,102600,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"199",503,34,4,0,1,2,1,2,2,0,1,1,1,4,2,3,2,2,0,1,16,1,9400,0,1,615,999,6,1,2,9400,210,1,1,2,6,4015,4,1,0,1,0,0,4,"1"
"200",603,14,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,11000,1,15,2,1500,7400,2,3,148,1,6,1,19900,25,2,1,2,1,1000,1,0,0,1,0,1,1,"1"
"201",502,86,4,0,1,2,2,2,2,0,2,3,3,4,3,5,3,3,0,1,21,2,0,54000,2,32,22,1,4,2,54000,301,1,2,2,1,1000,1,0,0,1,0,1,7,"0"
"202",403,188,5,0,1,2,1,2,2,0,1,1,1,2,2,1,2,2,0,1,16,1,16000,85000,1,142,999,1,1,2,101000,128,1,1,3,1,1000,1,0,0,1,0,1,5,"0"
"203",505,87,4,2,1,1,1,1,2,0,2,3,3,4,2,3,2,3,20000,1,16,1,0,0,1,142,999,6,4,2,30600,128,1,1,2,1,1000,1,0,0,1,0,1,5,"0"
"204",706,51,1,0,1,2,1,2,2,0,2,1,1,4,3,5,3,3,0,1,18,1,0,90000,1,51,999,1,1,1,90000,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"205",1103,25,4,2,2,1,2,1,2,0,2,5,1,4,2,5,2,2,0,1,18,1,0,0,1,223,999,6,6,2,11300,314,1,1,3,9,9000,38,0,1,2,1,0,3,"0"
"206",606,44,1,0,1,2,2,2,2,40000,2,1,3,4,3,5,3,3,0,1,21,1,0,120000,2,50,32,1,1,1,172000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"207",901,65,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,21,2,0,43700,2,51,26,1,6,1,43700,33,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"208",802,52,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,22,2,0,132000,2,50,935,1,6,1,132000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"209",1201,62,5,0,2,2,2,2,2,0,2,5,2,1,3,5,3,3,0,1,21,1,0,70000,1,931,999,4,6,2,70000,301,1,2,3,1,1000,1,0,0,1,0,1,7,"0"
"210",706,85,1,2,2,1,1,2,2,45000,2,1,1,4,2,5,2,2,31200,1,22,1,0,0,2,142,148,6,1,1,87900,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"211",607,29,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,100000,4,999,999,1,1,1,100000,33,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"213",605,105,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,15,1,0,54000,1,222,999,1,1,2,54000,313,1,2,3,8,8000,15,0,0,1,1,0,3,"0"
"214",1301,64,1,0,1,2,1,2,2,0,2,1,1,4,2,5,2,2,0,1,16,2,17500,0,1,939,999,6,1,1,17500,31,1,1,4,9,9000,21,1,0,2,0,1,1,"0"
"216",1201,49,1,0,1,2,1,2,2,20,2,2,1,4,2,5,2,2,21600,1,2,2,6000,0,1,50,999,6,3,1,27620,25,1,1,4,1,1000,1,0,0,1,0,1,1,"1"
"217",403,18,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,16,1,0,48000,4,999,999,1,6,1,48000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"218",703,68,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,1,0,55000,2,88,22,1,1,1,55000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"219",701,133,4,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,20,1,0,50000,1,308,999,1,1,2,50000,333,1,2,4,2,3000,2,0,1,1,0,0,3,"0"
"220",905,6,1,0,1,2,2,1,2,0,2,3,1,4,3,5,3,3,0,1,18,1,0,0,4,999,999,6,4,1,11800,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"221",506,55,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,2,0,1,22,1,0,2500,4,999,999,6,1,1,3500,55,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"223",703,124,1,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,22,1,0,125000,2,97,88,1,1,1,157000,6,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"224",201,20,4,2,2,1,2,2,2,0,2,1,1,4,3,5,3,3,0,1,24,2,0,10100,1,11,999,1,1,2,27700,138,1,2,2,1,1000,1,0,0,1,0,1,5,"0"
"225",401,82,4,0,1,2,2,2,2,0,1,3,1,4,3,5,3,3,0,1,22,2,0,50000,1,680,999,1,4,2,50000,231,1,2,4,6,4019,10,1,0,1,0,0,4,"0"
"226",502,32,5,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,19,1,0,66000,1,599,999,1,1,2,66000,421,1,2,4,2,3000,2,0,1,1,0,0,6,"0"
"227",1004,51,1,0,2,2,1,2,2,0,2,1,1,2,3,5,3,3,0,1,19,1,14500,46500,1,84,999,1,1,1,78700,25,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"228",201,51,1,0,1,2,1,2,2,0,2,3,1,4,2,5,2,2,20000,1,16,2,1500,0,1,142,999,6,4,1,21500,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"229",613,94,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,16,1,0,92000,1,50,999,1,1,1,92000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"230",403,83,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,175000,1,50,999,1,1,1,175000,36,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"231",610,111,5,1,2,1,2,1,2,0,1,1,1,4,3,5,3,3,0,1,16,2,0,5000,1,360,999,1,1,2,5000,362,1,1,4,9,9000,29,0,0,2,1,1,3,"0"
"232",609,55,1,0,1,2,2,2,2,0,1,3,1,4,3,5,3,3,0,1,22,2,0,53000,2,88,920,1,4,1,53000,25,1,2,2,9,9000,17,0,0,2,0,1,1,"0"
"233",613,82,1,0,1,2,1,1,2,0,2,2,1,4,3,5,3,3,0,1,21,2,0,15000,4,999,999,1,3,1,15000,23,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"234",613,67,4,2,2,1,1,2,2,30000,1,1,1,4,2,5,2,2,3500,1,24,1,16900,0,1,998,999,6,1,2,50400,163,1,1,1,1,1000,1,0,0,1,0,1,5,"0"
"235",804,83,5,2,1,1,2,2,2,0,1,5,2,4,3,5,3,3,0,3,21,2,0,6000,1,615,999,1,6,2,6000,210,1,2,4,6,4015,4,1,0,1,0,0,4,"0"
"236",501,56,1,0,2,2,1,2,2,0,2,3,1,4,3,5,3,3,0,1,18,2,11900,0,2,32,51,1,4,1,6000,36,2,1,2,1,1000,1,0,0,1,0,1,1,"1"
"238",901,88,1,0,1,2,2,2,2,5000,2,1,1,4,3,5,3,3,0,1,21,1,0,180000,2,924,190,1,1,1,185000,44,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"239",401,54,2,0,2,2,2,1,2,0,1,5,1,4,3,1,3,3,0,1,16,2,0,16000,2,252,261,1,6,1,20700,72,2,1,3,8,8000,15,0,0,1,1,0,2,"0"
"240",502,85,1,0,2,2,2,2,2,0,2,5,1,4,2,5,2,2,0,1,20,1,0,0,1,46,999,6,6,1,0,25,2,2,4,1,1000,1,0,0,1,0,1,1,"0"
"241",501,36,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,12,2,0,0,2,261,22,1,6,1,0,25,1,2,1,9,9000,29,0,0,2,1,1,1,"1"
"242",1103,5,1,0,2,2,1,1,2,0,2,5,1,4,2,5,2,2,0,1,17,2,11000,0,4,999,999,6,6,1,11000,25,2,1,3,1,1000,1,0,0,1,0,1,1,"1"
"243",502,69,1,0,1,2,2,2,2,0,1,5,1,4,3,5,3,3,0,1,1,2,0,0,4,999,999,6,6,1,0,25,1,2,2,2,3000,2,0,1,1,0,0,1,"0"
"244",803,70,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,22,2,0,47000,4,999,999,1,6,1,47000,9,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"245",401,89,1,2,1,1,1,2,2,0,2,5,1,4,2,5,2,2,10000,1,20,1,21000,0,2,32,50,6,6,1,31000,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"246",401,104,4,2,2,1,2,2,2,0,1,5,1,4,3,5,3,3,0,1,20,1,0,60000,1,171,999,1,6,2,60000,164,1,2,1,1,1000,1,0,0,1,0,1,5,"0"
"248",702,67,2,0,2,2,1,1,1,0,1,5,1,2,3,5,3,3,0,1,11,1,12800,0,4,999,999,6,6,1,15500,72,2,1,3,8,8000,15,0,0,1,1,0,2,"1"
"249",604,97,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,2,0,1,21,2,0,0,2,22,32,6,1,1,0,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"250",612,129,1,2,1,1,1,2,2,30,2,4,1,4,3,5,3,3,0,1,18,2,24500,0,1,50,999,1,5,1,46530,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"251",801,64,1,0,1,2,2,2,2,0,2,5,3,4,2,5,2,2,0,3,16,1,0,300,2,51,50,6,6,1,300,24,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"252",901,52,1,0,1,2,1,2,2,-2100,2,1,1,4,3,5,3,3,34000,1,22,1,6400,0,1,51,999,1,1,1,44300,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"253",612,43,1,0,2,2,1,2,2,0,2,3,1,2,3,5,3,3,0,1,21,1,24000,13500,2,22,88,1,4,1,56500,24,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"255",1201,51,1,0,1,2,1,2,2,0,2,2,1,4,3,5,3,3,16200,1,18,1,45500,0,4,999,999,6,3,1,80500,6,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"256",905,29,1,0,2,2,2,2,2,0,2,5,1,4,3,5,3,3,0,2,19,1,0,3600,4,999,999,6,6,1,3600,25,2,2,3,2,3000,2,0,1,1,0,0,1,"0"
"258",100,7,1,0,2,2,1,2,2,73000,2,1,1,4,2,5,2,2,6300,1,22,1,5000,0,2,22,32,6,1,1,84300,11,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"259",703,38,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,175000,2,50,32,1,1,1,175000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"260",901,1,1,0,2,2,1,1,2,0,2,5,3,4,3,5,3,3,0,1,18,2,14400,0,4,999,999,6,6,1,14400,25,2,1,3,1,1000,1,0,0,1,0,1,1,"1"
"261",601,80,4,0,1,2,2,2,2,1000,1,1,1,4,3,5,3,3,0,1,22,2,0,175000,1,706,999,1,1,2,176000,207,1,2,1,6,4000,5,1,0,1,0,0,4,"0"
"262",603,50,1,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,0,1,16,2,13000,0,1,50,999,6,1,1,13000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"263",503,60,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,1,0,25000,4,999,999,1,6,1,25000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"264",906,58,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,1,0,90000,1,22,999,1,1,1,90000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"265",905,62,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,65000,2,46,50,1,1,1,65000,17,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"266",803,100,1,0,1,2,2,2,2,100,2,5,1,4,3,5,3,3,0,1,21,1,0,36000,2,50,939,1,6,1,36100,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"267",1101,66,1,0,1,2,2,2,2,0,1,5,3,4,3,5,3,3,0,1,14,1,0,40000,4,999,999,1,6,1,40000,42,1,2,1,8,8000,15,0,0,1,1,0,1,"0"
"268",904,119,1,0,1,2,2,2,2,0,1,1,3,4,3,5,3,3,0,1,21,2,0,95000,1,706,999,1,1,1,95000,25,1,2,2,6,4000,5,1,0,1,0,0,1,"0"
"269",805,30,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,24,1,0,185000,2,50,51,1,1,1,185000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"271",801,70,1,2,1,1,2,2,2,0,2,5,3,4,3,5,3,3,0,3,19,2,0,2000,1,50,999,1,6,1,2000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"273",806,86,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,160000,2,51,50,1,6,1,175000,45,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"275",504,77,1,0,1,2,2,2,2,0,2,5,1,4,2,1,2,2,0,2,16,2,0,10000,1,935,999,6,6,1,10000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"276",611,57,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,3,21,2,0,7400,1,587,999,1,6,1,7400,24,1,2,2,2,3000,2,0,1,1,0,0,1,"0"
"277",612,75,5,0,1,2,2,2,2,0,1,1,1,4,2,5,2,2,0,1,22,2,0,0,1,706,999,6,1,2,0,207,1,2,1,6,4000,5,1,0,1,0,0,4,"0"
"278",502,89,1,0,1,2,2,2,2,40,2,1,1,4,3,5,3,3,0,1,16,1,0,82000,2,26,32,1,1,1,82040,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"279",805,62,1,0,1,2,2,2,2,5000,2,1,1,4,3,5,3,3,0,1,21,2,0,160000,2,51,50,1,1,1,165000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"280",805,33,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,88000,2,51,50,1,1,1,88000,36,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"281",1003,49,1,0,1,2,1,2,2,0,2,1,1,4,2,5,2,2,36400,1,16,1,22300,0,2,26,142,6,1,1,58700,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"282",1002,54,1,0,1,2,2,2,2,0,2,1,1,4,1,5,2,3,0,3,21,2,0,0,2,21,50,2,1,1,99000,36,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"283",801,220,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,1,0,100000,1,924,999,1,6,1,100000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"284",706,107,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,22,2,0,125000,1,924,999,1,6,1,125000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"285",803,58,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,21,1,0,88000,2,50,32,1,6,1,88000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"286",601,174,1,2,2,1,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,95000,4,999,999,1,1,1,95000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"287",706,67,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,20,2,0,70000,4,999,999,1,6,1,70000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"288",608,121,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,1,0,90000,1,94,999,1,1,1,90000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"289",903,54,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,116000,1,50,999,1,1,1,116000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"290",601,63,1,0,2,2,1,1,2,100,2,4,1,4,2,5,2,2,0,1,20,2,16200,0,1,26,999,6,5,1,16300,25,2,1,4,1,1000,1,0,0,1,0,1,1,"1"
"292",607,55,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,125000,4,999,999,1,1,1,125000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"293",506,90,1,0,2,2,1,2,2,0,2,1,1,4,3,5,3,3,0,1,16,2,0,120000,4,999,999,1,1,1,120000,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"294",402,124,1,0,1,2,2,2,2,50,2,5,1,4,3,5,3,3,0,1,16,1,0,59000,1,51,999,1,6,1,59050,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"295",1002,41,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,2,0,68000,4,999,999,1,1,1,68000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"296",504,98,3,0,1,2,2,1,2,0,1,1,1,4,3,5,2,2,0,1,1,1,0,10000,1,599,999,1,2,1,10000,462,1,1,1,2,3000,2,0,1,1,0,0,6,"0"
"297",701,50,1,0,1,2,2,2,2,40000,2,5,1,4,3,5,3,3,0,1,21,1,0,80000,2,22,94,1,6,1,120000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"298",704,67,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,12,2,0,0,2,50,142,6,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"299",1301,84,1,2,2,1,1,2,2,12000,2,3,1,4,2,5,2,2,0,1,19,1,24000,0,4,999,999,6,4,1,36000,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"300",605,151,5,0,2,2,2,1,2,0,1,1,1,4,2,5,2,2,0,1,21,2,0,14000,1,360,999,6,1,2,14000,362,2,1,2,9,9000,29,0,0,2,1,1,3,"0"
"301",802,30,1,0,1,2,2,2,2,1000,2,1,1,4,3,5,3,3,0,1,22,2,0,100000,1,924,999,1,1,1,111000,1,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"302",1201,222,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,5000,1,21,2,0,80000,4,999,999,1,6,1,85000,9,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"303",504,37,1,2,2,1,2,2,2,0,2,5,1,4,2,5,2,2,0,3,19,2,0,15000,1,924,999,1,6,1,15000,47,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"304",901,70,1,0,1,2,2,2,2,-2100,2,1,3,4,3,5,3,3,0,1,21,1,0,120000,1,935,999,1,1,1,123900,6,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"305",601,35,1,2,2,1,2,2,2,0,2,1,1,2,3,5,3,3,0,1,22,1,0,200000,4,999,999,1,1,1,200000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"306",1004,133,1,0,1,2,2,2,2,0,2,5,1,4,2,3,2,1,0,2,16,1,0,5000,2,84,939,6,6,1,5000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"307",703,35,1,0,2,2,2,1,2,50000,2,1,1,4,2,5,2,2,0,1,20,2,0,0,3,996,999,6,1,1,50000,51,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"308",401,66,1,0,2,2,2,1,2,0,2,2,1,4,3,5,3,3,0,1,19,2,0,43000,2,26,88,1,3,1,43000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"309",503,37,1,0,1,2,2,2,2,0,2,5,1,4,2,3,2,1,0,2,16,1,0,0,1,939,999,6,6,1,0,25,1,2,4,8,8000,15,0,0,1,1,0,1,"0"
"310",706,58,1,0,2,2,1,2,2,600,2,3,1,4,2,5,2,2,0,1,21,1,30000,0,2,50,32,6,4,1,30600,8,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"311",702,38,1,2,2,1,1,2,2,30000,2,1,1,4,2,5,2,2,0,1,20,2,12000,0,4,999,999,6,1,1,42000,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"312",201,14,1,0,1,2,1,2,2,740,2,3,1,4,2,5,2,2,31000,1,21,1,16800,0,1,22,999,6,4,1,48540,25,1,1,3,1,1000,1,0,0,1,0,1,1,"1"
"313",506,42,5,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,16,1,0,2400,4,999,999,3,6,2,2400,373,1,2,3,9,9000,29,0,0,2,1,1,3,"0"
"314",100,91,1,0,1,2,2,1,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,47000,1,50,999,1,1,1,47120,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"315",503,65,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,80000,2,22,935,1,1,1,80000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"316",906,71,1,0,1,2,2,2,2,0,1,5,1,4,3,5,3,3,0,3,13,2,0,4000,1,195,999,1,6,1,4000,25,1,2,3,9,9000,17,0,0,2,0,1,1,"0"
"317",505,122,1,0,2,2,1,2,2,0,2,3,1,4,2,5,2,2,0,1,16,1,2000,0,1,50,999,6,4,1,2000,25,2,1,3,1,1000,1,0,0,1,0,1,1,"1"
"318",704,71,4,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,24,2,0,200000,1,190,999,1,1,2,200000,150,1,2,2,1,1000,1,0,0,1,0,1,5,"0"
