"SPORDER","PUMA","PWGTP","CIT","COW","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","INTP","JWTRNS","LANX","MAR","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","ESR","INDP","MSP","NATIVITY","OC","OCCP","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","RC","WAOB","Class"
3,802,38,1,1,NA,0,2,2,2,1,2,0,NA,1,5,NA,NA,NA,NA,1,4,2,5,2,2,0,3,21,2,0,0,NA,NA,2,1,706,999,6,7380,6,1,0,1108,0,0,25,6,NA,NA,2,1,1,6,4000,5,1,0,1,0,0,0,1,"No"
1,1104,70,1,1,2,2,2,1,2,2,2,0,1,2,3,2,1,2,1980,1,4,3,5,3,3,0,1,16,2,0,30000,22,52,1,4,999,999,1,8680,4,1,0,4150,30000,30000,25,191,1100,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,1002,92,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,1990,1,4,2,1,2,1,0,1,21,2,0,715000,40,52,1,1,50,999,1,590,1,1,0,10,715000,715000,25,501,1000,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,805,49,5,7,2,0,2,2,2,1,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,70000,40,52,1,1,50,999,1,770,6,2,0,6410,70000,70000,119,451,800,25,2,1,4,1,1000,1,0,0,1,0,1,0,5,"No"
2,603,68,4,2,2,0,1,2,2,2,2,0,1,2,1,2,2,2,2008,1,4,3,5,3,3,0,3,21,1,0,75000,40,52,1,3,995,999,1,8191,1,2,0,3255,75000,75000,332,501,600,25,1,2,3,8,8000,15,0,0,1,1,0,0,3,"No"
1,1104,110,1,1,2,2,1,1,1,2,2,5000,1,2,4,2,1,2,1980,3,4,3,5,3,3,8500,1,21,1,0,22000,20,52,1,1,50,999,1,5071,5,1,0,3421,22000,35500,25,250,1100,25,1,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
3,501,17,1,1,2,0,2,2,2,1,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,22000,1,17,1,0,40000,40,52,NA,4,999,999,1,5392,6,1,0,9645,40000,62000,23,501,500,25,2,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,608,60,1,1,2,0,1,2,2,2,2,0,1,2,1,2,2,2,1991,1,4,3,5,3,3,0,1,20,2,0,63000,40,52,1,1,51,999,1,7270,1,1,0,2145,63000,63000,25,501,600,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,803,25,1,1,NA,0,1,2,2,2,2,0,11,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,21,2,0,85000,40,52,1,3,996,999,1,4796,6,1,0,5360,85000,85000,24,501,800,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,906,54,1,NA,2,0,2,2,1,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,4800,1,16,2,2000,0,NA,NA,2,2,50,939,6,NA,6,1,0,NA,0,6800,25,342,NA,NA,2,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,611,215,1,4,2,0,1,2,2,2,2,0,3,2,1,2,1,2,2021,1,4,3,5,3,3,0,1,21,1,0,100000,40,52,1,1,750,999,1,9570,1,1,0,5920,100000,100000,25,501,600,25,1,2,1,6,4003,8,1,0,1,0,0,0,1,"No"
2,607,50,1,6,2,0,1,2,2,2,2,0,11,2,1,2,1,2,1989,1,4,3,5,3,3,0,1,21,2,0,0,15,45,1,1,89,999,1,8370,1,1,0,2006,20000,20000,36,501,600,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,1004,69,1,1,2,0,2,2,2,1,2,0,1,2,1,2,1,2,2000,1,4,3,5,3,3,0,1,19,2,0,3600,20,9,1,1,84,999,1,8170,1,1,0,3602,3600,3600,25,417,1000,25,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
4,705,200,1,2,2,0,2,2,2,1,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,1,2,1,0,1,16,1,0,0,NA,NA,2,2,50,26,3,7870,6,1,0,3930,0,0,25,501,NA,NA,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,805,61,1,2,NA,0,1,2,2,2,2,0,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,23,2,0,100000,40,52,1,2,50,935,1,7460,6,1,0,2100,100000,100000,25,501,800,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,903,82,1,1,2,0,1,2,2,2,2,0,NA,2,1,1,1,2,2022,3,4,1,5,2,3,0,1,16,1,0,2000,20,8,2,1,87,999,2,2880,1,1,0,8030,2000,2000,25,406,NA,NA,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
3,1104,73,1,3,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,2,21,2,0,55000,45,52,1,2,22,84,1,7860,6,1,0,2320,55000,55000,25,348,1000,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,201,14,1,1,2,0,1,2,2,2,2,0,11,2,1,2,1,2,1994,1,4,3,5,3,3,0,1,16,2,0,45000,40,52,NA,4,999,999,1,4871,1,1,0,4700,45000,45000,25,501,290,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
3,601,33,1,1,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,0,3,13,1,0,5000,40,52,2,2,50,21,6,770,6,1,1,6260,5000,5000,25,501,NA,NA,1,2,3,1,1000,1,0,0,1,0,1,1,1,"No"
1,706,56,1,1,2,2,2,1,2,2,2,0,1,2,1,2,1,2,2010,1,4,3,5,3,3,0,1,21,2,0,35000,24,52,1,4,999,999,1,8660,1,1,0,310,35000,35000,25,407,700,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,201,17,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,1980,1,4,3,5,3,3,0,1,16,2,0,52000,40,52,1,1,26,999,1,7870,1,1,0,4220,52000,52000,25,355,290,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,601,59,1,NA,2,0,2,2,1,2,2,0,NA,2,1,2,1,2,1982,1,4,2,5,2,2,0,1,22,2,13000,0,NA,NA,2,1,46,999,6,NA,1,1,0,NA,0,13000,25,438,NA,NA,2,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,1003,102,4,2,2,2,1,1,1,2,2,0,NA,1,1,2,1,2,1975,1,4,3,5,2,3,0,1,22,2,3000,0,NA,NA,2,1,84,999,6,8191,1,2,0,3255,0,39000,129,347,NA,NA,1,1,2,1,1000,1,0,0,1,0,1,0,5,"No"
1,301,42,1,2,2,0,2,2,1,2,2,0,1,2,1,2,2,2,1985,1,4,3,5,3,3,0,1,22,2,20000,45000,30,52,1,2,22,50,1,9160,2,1,0,2040,45000,65000,4,460,20490,9,2,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,608,95,1,1,NA,0,1,2,2,2,2,1200,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,21,2,0,90000,40,52,1,4,999,999,1,4981,6,1,0,5860,90000,91200,25,501,600,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
5,702,43,1,NA,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,2,14,1,0,0,NA,NA,NA,4,999,999,6,NA,6,1,1,NA,0,0,25,501,NA,NA,1,2,2,1,1000,1,0,0,1,0,1,1,1,"No"
1,905,51,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2015,1,4,3,5,3,3,0,1,21,1,0,100000,40,52,1,4,999,999,1,3960,1,1,0,1530,100000,100000,25,331,1100,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,606,166,4,1,2,0,1,2,2,2,2,0,1,1,1,2,1,2,2014,1,4,3,5,3,3,0,1,24,2,0,72000,50,52,1,1,603,999,1,2190,1,2,0,1760,72000,72000,202,501,600,25,1,2,4,6,4016,10,1,0,1,0,0,0,4,"No"
1,606,62,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,21,2,0,19000,40,15,1,2,142,32,1,5171,6,1,0,5610,19000,19000,21,123,600,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,805,62,1,2,2,0,1,2,2,2,2,0,1,2,3,2,1,2,2005,1,4,3,5,3,3,0,1,21,2,0,98000,40,52,1,1,50,999,1,6671,4,1,0,2710,98000,98000,36,424,800,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,1103,49,1,1,2,0,1,2,2,2,2,0,11,2,1,2,1,2,1993,1,4,3,5,3,3,0,1,21,2,0,90000,40,52,1,1,50,999,1,6871,1,1,0,705,90000,90000,25,501,1100,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,704,82,1,1,2,0,2,2,1,2,2,0,NA,2,1,2,1,2,1984,1,4,2,5,2,2,46900,1,20,1,33900,0,NA,NA,2,1,22,999,6,4070,1,1,0,20,0,80800,25,501,NA,NA,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,1004,60,1,NA,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,16,2,0,0,NA,NA,NA,4,999,999,6,NA,6,1,NA,NA,0,0,36,NA,NA,NA,1,2,3,1,1000,1,0,0,1,0,1,NA,1,"No"
2,701,73,1,NA,2,2,2,1,1,2,2,0,NA,2,1,2,1,2,1967,1,4,2,5,2,2,0,1,16,2,15600,0,NA,NA,2,1,32,999,6,NA,1,1,0,NA,0,15600,25,117,NA,NA,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,601,97,1,1,2,0,2,2,1,2,2,0,NA,2,1,2,1,2,1997,1,4,2,5,2,2,0,1,20,1,16800,500,4,6,2,1,939,999,6,8660,1,1,0,7340,500,17300,26,166,NA,NA,2,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,1104,43,1,NA,2,0,1,2,1,2,2,1100,NA,2,2,2,1,2,1970,1,4,2,3,2,2,62000,1,22,2,0,0,NA,NA,2,1,142,999,6,NA,3,1,0,NA,0,63100,25,408,NA,NA,1,1,2,1,1000,1,0,0,1,0,1,0,1,"Yes"
1,402,156,1,1,2,0,2,2,2,1,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,18,2,0,26000,28,40,1,4,999,999,1,7980,6,1,0,3645,26000,26000,25,124,400,25,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,803,152,4,1,2,0,2,2,2,2,2,0,NA,2,3,2,1,2,2020,1,4,2,5,2,2,0,1,1,1,0,0,NA,NA,NA,4,999,999,6,8680,4,2,0,4000,0,0,247,0,NA,NA,2,2,1,6,4014,9,1,0,1,0,0,0,4,"No"
1,605,91,1,1,2,0,2,2,1,2,2,45000,1,2,3,2,1,2,1992,1,4,3,5,3,3,0,1,24,1,25000,715000,8,52,1,1,195,999,1,5392,4,1,0,5740,715000,785000,9,501,800,25,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,603,90,1,NA,2,0,2,2,1,2,2,3000,NA,2,1,2,1,2,1971,1,3,2,5,2,2,59000,1,22,1,28600,0,NA,NA,2,1,51,999,6,NA,1,1,0,NA,0,90600,25,501,NA,NA,2,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,802,20,1,2,NA,0,1,2,2,2,2,0,11,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,3,16,2,0,7500,40,10,1,1,939,999,1,7460,6,1,0,1970,7500,7500,34,48,800,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,301,33,4,2,NA,0,1,2,2,2,2,0,NA,1,5,NA,NA,NA,NA,3,4,3,5,3,3,0,2,18,2,0,250,5,2,NA,4,999,999,6,7890,6,2,NA,2002,250,250,210,NA,NA,NA,1,2,2,6,4025,76,1,0,1,0,0,NA,4,"No"
1,901,58,1,2,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2003,1,4,3,5,3,3,0,1,24,2,0,161000,45,52,1,2,32,142,1,7460,1,1,0,1760,161000,161000,42,501,800,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,607,100,1,NA,2,0,1,2,2,2,2,0,NA,2,1,2,1,2,2008,1,4,2,5,2,2,0,1,21,2,0,0,NA,NA,2,2,32,998,6,NA,1,1,0,NA,0,0,35,460,NA,NA,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,702,37,4,1,2,0,1,2,2,2,2,0,1,1,1,2,2,2,2018,1,4,3,5,2,3,0,1,20,2,0,30000,32,52,1,2,200,84,1,7490,1,2,0,2861,30000,30000,329,305,600,25,1,2,3,9,9000,29,0,0,2,1,1,0,3,"No"
1,1301,55,1,NA,2,2,2,1,1,1,2,0,NA,2,3,2,1,2,1966,1,4,2,5,2,2,46000,1,21,2,4500,0,NA,NA,2,2,32,142,6,NA,4,1,0,NA,0,77300,39,501,NA,NA,1,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,503,44,1,NA,2,2,2,1,1,2,2,0,NA,2,1,2,2,2,1983,1,4,2,3,2,2,1000,1,21,2,12000,0,NA,NA,2,1,50,999,6,NA,1,1,0,NA,0,13000,36,392,NA,NA,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,401,543,1,1,NA,2,2,1,2,2,2,6500,1,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,21,2,0,32000,38,52,1,2,51,261,1,7980,6,1,0,5400,32000,38500,25,247,400,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,903,253,4,8,2,0,2,2,2,2,2,0,1,1,1,2,1,2,2008,1,4,3,5,3,3,0,1,11,2,0,10000,48,52,1,1,706,999,1,8990,2,2,0,4521,10000,10000,207,28,900,25,2,2,4,6,4000,5,1,0,1,0,0,0,4,"No"
1,1201,43,4,1,2,0,2,2,1,2,2,0,1,2,1,2,1,2,1981,1,4,3,5,3,3,0,1,22,1,0,101000,65,52,1,1,22,999,1,3390,1,2,0,1410,101000,101000,138,501,1290,25,2,1,4,1,1000,1,0,0,1,0,1,0,5,"No"
2,401,81,1,NA,2,2,2,1,1,2,2,0,NA,2,1,2,1,2,1973,1,4,2,5,2,2,15600,1,19,2,24700,0,NA,NA,2,1,50,999,6,NA,1,1,0,NA,0,40300,25,420,NA,NA,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
3,503,85,1,1,NA,0,1,2,2,2,2,0,1,1,5,NA,NA,NA,NA,1,4,2,5,2,2,0,1,16,2,0,37000,42,52,1,1,939,999,1,4691,6,1,0,4750,37000,37000,25,501,600,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,1201,199,1,1,2,0,1,2,2,2,2,0,NA,2,1,2,1,2,1991,1,4,2,5,2,2,0,1,17,2,0,0,NA,NA,2,1,50,999,6,4971,1,1,0,4720,0,0,25,501,NA,NA,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,706,48,1,NA,2,2,2,1,1,2,2,690,NA,2,3,2,1,2,1970,1,4,2,3,2,2,15100,1,22,2,24000,0,NA,NA,2,2,50,82,6,NA,4,1,0,NA,0,45590,25,324,NA,NA,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
3,201,113,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,19,2,0,13000,30,35,1,1,935,999,1,770,6,1,0,6410,13000,13000,25,404,290,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,605,131,1,1,2,0,1,2,2,2,2,0,1,2,3,2,1,2,1992,1,4,3,5,3,3,0,1,22,1,0,233000,40,52,1,1,902,999,1,7570,4,1,0,440,233000,233000,25,501,600,25,1,2,1,2,3000,2,0,1,1,0,0,0,1,"No"
1,601,58,1,1,2,0,1,2,1,2,2,100,1,2,1,2,1,2,1982,1,4,3,5,3,3,0,1,21,1,3600,10000,16,48,1,1,22,999,1,5392,1,1,0,9620,10000,77700,25,438,500,25,1,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,602,63,1,NA,2,2,2,1,1,2,2,0,NA,2,2,2,1,2,1957,1,4,2,5,2,2,2500,1,21,2,1800,0,NA,NA,2,1,50,999,6,NA,3,1,0,NA,0,4300,25,29,NA,NA,1,1,3,1,1000,1,0,0,1,0,1,0,1,"Yes"
2,1104,48,1,2,2,2,1,1,1,2,2,0,NA,2,1,2,1,2,1985,1,3,2,5,2,2,169000,1,22,1,45500,0,NA,NA,2,1,50,999,6,8191,1,1,0,10,0,224800,25,501,NA,NA,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
6,609,112,4,NA,1,0,2,2,1,2,2,0,NA,2,1,2,1,2,1959,1,4,2,5,2,2,0,1,15,1,0,0,NA,NA,2,4,999,999,6,NA,1,2,0,NA,0,0,120,18,NA,NA,2,1,1,1,1000,1,0,0,1,0,1,0,5,"No"
2,901,48,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2017,1,4,3,5,3,3,0,1,21,2,0,40000,20,40,1,2,50,82,1,6481,1,1,0,2825,40000,40000,25,501,600,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,706,34,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2017,1,4,3,5,3,3,0,1,18,1,0,85000,44,52,1,4,999,999,1,4971,1,1,0,4700,85000,85000,25,238,700,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,301,9,1,1,NA,0,1,2,2,2,2,300,10,1,5,NA,NA,NA,NA,3,4,3,5,3,3,0,3,19,1,0,10000,15,30,NA,1,795,999,1,8590,6,1,NA,4621,10000,10300,25,NA,290,25,1,2,4,6,4025,10,1,0,1,0,0,NA,1,"No"
2,1301,241,1,NA,2,2,2,1,1,2,2,0,NA,2,1,2,1,2,1976,1,4,2,5,2,2,30000,1,22,2,36000,0,NA,NA,2,1,22,999,6,NA,1,1,0,NA,0,66000,34,501,NA,NA,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,802,32,1,2,NA,2,2,1,2,2,2,0,11,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,21,2,0,67000,38,52,1,1,22,999,1,7870,6,1,0,2205,67000,67000,25,428,800,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,905,94,1,NA,2,0,1,2,1,2,1,0,NA,2,3,2,1,2,1979,1,2,3,5,3,2,22800,1,16,1,2500,0,NA,NA,2,2,50,26,6,NA,4,1,0,NA,0,45300,25,318,NA,NA,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,906,17,1,NA,2,0,2,2,1,1,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,0,1,1,2,13200,0,NA,NA,2,1,998,999,6,NA,6,1,NA,NA,0,13200,36,92,NA,NA,2,1,3,1,1000,1,0,0,1,0,1,NA,1,"Yes"
3,805,147,1,1,NA,0,2,2,2,1,2,0,3,2,5,NA,NA,NA,NA,1,4,2,1,2,1,0,1,20,1,0,300,20,2,1,1,902,999,1,7890,6,1,0,1970,300,9700,25,501,800,25,2,1,3,2,3000,2,0,1,1,0,0,0,1,"No"
3,1004,141,1,NA,2,0,2,2,2,1,2,0,NA,2,3,2,1,2,2012,1,4,2,5,2,2,0,1,12,1,0,0,NA,NA,2,4,999,999,6,NA,4,1,0,NA,0,0,25,65,NA,NA,2,1,3,1,1000,1,0,0,1,0,1,0,1,"Yes"
1,704,53,1,NA,1,0,1,2,1,2,2,2900,NA,2,2,2,1,2,1967,1,3,2,2,2,2,55000,1,19,1,32500,0,NA,NA,2,2,22,26,6,NA,3,1,0,NA,0,90400,50,489,NA,NA,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,1201,59,1,NA,2,2,2,1,1,2,2,0,NA,2,2,2,2,2,1975,1,4,2,5,2,2,0,1,24,1,7200,0,NA,NA,2,1,142,999,6,NA,3,1,0,NA,0,30000,36,213,NA,NA,1,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,505,65,1,NA,2,0,2,2,1,1,2,0,NA,1,1,2,2,2,1971,3,4,3,5,3,3,0,1,16,1,24000,0,NA,NA,NA,1,902,999,6,NA,2,1,NA,NA,0,24000,25,NA,NA,NA,2,1,4,2,3000,2,0,1,1,0,0,NA,1,"Yes"
3,904,645,1,NA,NA,0,2,2,2,1,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,0,2,16,1,0,0,NA,NA,2,1,50,999,6,NA,6,1,0,NA,0,0,25,34,NA,NA,2,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,100,13,1,1,2,2,2,1,1,2,2,0,1,2,1,2,1,2,1971,1,3,3,5,3,3,0,1,16,1,0,10000,44,52,1,1,32,999,1,2880,1,1,0,8130,10000,10000,25,174,100,25,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,506,21,1,NA,2,0,2,2,1,2,2,0,NA,2,2,2,1,1,1963,3,4,3,5,3,3,12000,1,22,2,26700,0,NA,NA,NA,3,996,999,6,NA,3,1,NA,NA,0,38700,25,NA,NA,NA,2,1,3,1,1000,1,0,0,1,0,1,NA,1,"Yes"
3,608,140,1,NA,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,2,12,1,0,0,NA,NA,NA,1,46,999,NA,NA,6,1,1,NA,NA,0,25,501,NA,NA,1,2,3,1,1000,1,0,0,1,0,1,1,1,"No"
4,901,58,1,NA,2,0,2,2,1,1,2,363000,NA,2,2,2,2,2,1986,3,4,2,5,2,2,26000,1,22,2,3400,0,NA,NA,2,1,50,999,6,NA,3,1,0,NA,0,392400,25,501,NA,NA,2,1,3,1,1000,1,0,0,1,0,1,0,1,"Yes"
2,605,123,1,1,2,0,2,2,2,1,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,32000,40,34,1,2,22,125,1,4971,6,1,0,4030,32000,32000,39,501,600,25,2,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,706,246,1,1,NA,0,1,2,2,2,2,0,10,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,16,2,0,50000,36,52,1,1,931,999,1,5471,6,1,0,2633,50000,50000,25,326,700,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,100,28,1,1,2,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,1,0,47000,40,52,1,1,51,999,1,6490,6,1,0,2634,47000,47000,25,298,100,25,1,2,3,9,9000,17,0,0,2,0,1,0,1,"No"
1,906,52,1,NA,2,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,29000,1,16,2,0,0,NA,NA,2,1,935,999,6,NA,6,1,0,NA,0,29000,23,186,NA,NA,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,604,83,1,1,2,0,1,2,2,2,2,0,11,2,1,2,1,2,2012,1,2,3,5,3,3,8400,1,22,1,0,220000,50,52,1,4,999,999,1,3990,1,1,0,440,220000,228400,25,501,600,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,401,87,1,3,2,0,2,2,1,1,2,0,NA,2,3,2,1,2,1985,1,4,2,5,2,2,0,1,21,2,0,0,NA,NA,2,2,142,50,6,7860,4,1,0,2320,0,2300,25,16,NA,NA,2,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,503,66,4,1,2,0,1,2,2,2,2,50,1,1,1,2,1,2,2003,1,4,3,5,3,3,0,1,22,1,0,263000,40,52,1,1,615,999,1,3365,1,2,0,1530,272000,272050,210,501,500,25,1,2,3,6,4015,4,1,0,1,0,0,0,4,"No"
1,706,281,1,2,NA,0,1,2,2,2,2,0,4,2,5,NA,NA,NA,NA,1,4,3,5,3,3,600,3,22,2,0,48000,35,52,1,2,50,24,1,7870,6,1,0,230,48000,48600,25,308,600,25,1,2,4,9,9000,21,1,0,2,0,1,0,1,"No"
1,201,12,1,1,2,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,20,1,0,100000,55,52,1,2,50,89,1,6080,6,1,0,6355,100000,100000,25,501,290,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
3,501,53,1,1,2,0,1,2,2,2,2,0,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,2,0,80000,40,52,1,2,50,935,1,7460,6,1,0,800,80000,80000,25,501,500,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,1002,63,1,2,2,0,1,2,2,2,2,0,1,2,1,1,2,2,2022,1,4,2,5,2,2,0,1,22,1,0,73000,40,52,1,1,148,999,1,7860,1,1,0,2310,73000,73000,25,501,100,44,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,607,41,4,1,2,2,2,1,2,2,2,1500,1,1,1,2,1,2,2001,1,4,3,5,3,3,0,1,22,2,0,140000,40,52,1,1,706,999,1,3390,1,2,0,1530,140000,141500,207,501,600,25,1,2,4,6,4000,5,1,0,1,0,0,0,4,"No"
3,603,100,1,1,NA,0,1,2,2,2,2,0,3,1,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,21,2,0,67000,40,30,1,1,785,999,1,3490,6,1,0,700,67000,67000,25,347,600,25,1,2,1,6,4014,9,1,0,1,0,0,0,1,"No"
2,607,112,1,7,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2004,1,4,3,5,3,3,0,1,24,1,0,208000,40,52,1,1,50,999,1,7990,1,1,0,3000,208000,208000,25,501,500,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,606,3,1,NA,2,0,2,2,1,2,2,0,NA,2,2,2,2,1,2011,1,4,3,5,3,3,0,1,10,1,0,0,NA,NA,NA,4,999,999,6,NA,3,1,NA,NA,0,0,25,NA,NA,NA,2,1,2,1,1000,1,0,0,1,0,1,NA,1,"No"
2,503,204,4,1,1,0,1,2,2,2,2,0,1,2,1,2,1,2,1984,1,4,3,5,3,3,0,1,21,1,20000,25000,35,44,1,1,308,999,1,6180,1,2,0,9122,25000,45000,333,358,500,25,1,2,2,2,3000,2,0,1,1,0,0,0,3,"No"
2,201,54,1,2,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2021,1,4,3,5,3,3,0,1,22,2,0,43000,40,52,1,2,22,89,1,8090,1,1,0,3245,43000,43000,9,418,290,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,612,69,1,1,2,0,1,2,2,2,2,50,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,1,0,150000,40,52,1,2,22,50,1,6695,6,1,0,710,150000,150050,25,501,600,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,1102,94,1,1,2,0,2,2,2,1,2,0,1,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,16,1,0,30000,20,52,1,1,32,999,1,770,6,1,0,6230,30000,30000,25,189,1100,25,2,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,801,34,4,1,NA,0,1,2,2,2,2,0,11,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,21,2,0,63000,40,52,1,1,706,999,1,6890,6,2,0,630,63000,63000,207,403,800,25,1,2,4,6,4000,5,1,0,1,0,0,0,4,"No"
